"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Ca3","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-MA2","CA-MA3","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","MX-Ray","MX-Tes","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-BZo","US-CaV","US-CdM","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KL1","US-KL2","US-KL3","US-KLS","US-KM1","US-KM2","US-KM3","US-KM4","US-Kon","US-KUT","US-LL1","US-LL2","US-LL3","US-Me2","US-Me3","US-Me5","US-Me6","US-Mi1","US-Mi2","US-Mi3","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-MWA","US-NC1","US-NC2","US-NC3","US-NC4","US-NGC","US-NR3","US-Oho","US-ONA","US-Prr","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
33,47.7499995,22.499999,9.7965,8.671,11.00975,8.7635,21.4666666666667,7.9,22.9335,25.422,14.8075,10.275,36.124,21.687,14.706,36.304,22.506,14.886,39.98,15.4,30.9855,32,15,17,9.6,7.375,7.3,7.5,7.125,29,40.2,3.51902885,3.666,2.564,75.388962078,1.93833333333333,35.36,1.985573295,15.4675,6.3975,27.72665,6,27.12375,8.866667,3.7,35,11,12.4,4.3,8.8,9.6,30,16.5,26.322,29.3315,27.8143333333333,27.2163,43.70583335,22.3,1.358,3.09,4.2666665,19.291665,7.328335,18.3,4.796,7.75,54.069515,10.75,4.75,3.27,4.7,23.305,22.4295,89.6985,80.272,45.32911,20.6005,17.5,21.928,19.401,25.7325,18.7795,27.0965857142857,13.8,2.00870145,10.55,30.499555,32.7,37.1,62.41009,1.62541666666667,5.7,18.8287607,20.680125,25.471565,20.32476,30.047325,18.30255,8.910943,13.999335,17.602545,29.69478085,18.15,18.745,19.24,18.035,9.74875,6.5185,7.986,4.66,31.657,25.26285,29.96475,28.811845,26.136365,25.5747975,22.209,8.53333333333333,36.425,20,18.5,23.31225,78.6,54.35,7.956209,17.69808,23.28855,59.909,7.3,3.925,25.39116,29.2064,27.82,20.355,18.891,8.5875,3.47,5.59,7.93,12.35,6.1,14.0505,27.45,6.05,41.64,26.089059,0.0915,0.08,0.0295,11.601,6.2248,12.5323673,8.2615,21.58383,6.8,12.12675,62.125,22.2417,31.267525,23.675,26.525,5.3,5.676,3.53575,18,31.361665,8.502,11.7,19.6,21.5833333333333,14.6925,20.61,23.0766666666667,22.8433333333333,29.085,29.03,22.8666666666667,23.29,7.53,20.4483333333333,27.275,6.05166666666667,35.0183333333333,10.5535,5.79666666666667,15.005,19.9225,27.97,3.88333333333333,27.84,3.67375,26.15125,14.8833333333333,8.9075,21.17,25.6033333333333,25.135,30.32
33,47.875002,22.6,9.8065,8.66075,11.01025,8.8115,21.4583333333333,7.9,23.1125,25.4255,14.795,10.3,36.0555,21.687,14.677,36.304,22.5235,14.8645,39.987,15.45,30.592,32,15,17,9.625,7.425,7.3,7.5,7.125,28.925,40.1,3.4868055,2.9405,2.5685,76.195347338,1.97916666666667,35.7,2.007224115,15.4155,6.36,27.706675,6,27.116,8.8166665,3.7,35,11,12.4,4.3,8.8,9.7505,30,16.5,26.2575,29.218,27.6963333333333,27.2585,43.9866667,22.3,1.309,3.0799995,4.2816665,19.285,7.306665,18.3,4.796,7.7605,53.99149,10.6,4.74,3.275,4.65,23.285,22.418,89.643,80.309,45.33654,20.671,17,21.9115,19.6,25.729,19.1505,27.0567117857143,13.8,2.0049492,10.45,30.466085,32.85,37.1,62.4372225,1.5725,5.6,18.7828866,20.7836,25.68973,20.393645,30.05226,18.367075,8.930999,14.14569,17.6327,29.50986375,17.975,18.745,19.24,18.03,9.75166666666667,6.5675,7.986,4.6827,31.9177,25.39645,30.08605,28.757055,26.1086,25.552015,22.165,8.46666666666667,36.41,20.05,18.5,23.26835,78.6,54.3666666666667,7.9009485,17.69808,23.83005,59.909,7.4,3.75,25.34592,29.08888,27.765,20.3,18.8875,8.4625,3.47,5.58,7.9,12.33,6.1,14.0005,27.35,6.1,41.6075,26.064395,0.091,0.08,0.0295,11.5,6.2377,12.3350052,8.276,21.63389,6.8,12.10475,62.13375,22.191975,31.246725,23.475,26.45,5.2595,5.643,3.5084,18,31.36534,8.65,11.8,19.6,21.8125,14.585,20.83,24.5875,23.2416666666667,29.855,25.4693333333333,22.5325,24.905,7.54,19.87125,24.4675,5.97833333333333,35.0433333333333,10.3866666666667,5.84,16.59,18.94625,27.8466666666667,3.89833333333333,27.775,3.6425,26.016,14.67,8.86066666666667,21.1966666666667,26.41,25.0266666666667,30.18875
33,47.9750005,22.6,9.811,8.65325,11.00975,8.8545,21.4375,7.9,23.076,25.406,14.791,10.5,35.987,21.687,14.648,36.304,22.541,14.843,39.9865,15.45,30.5735,32,15,18,9.625,7.55,7.3,7.55,7.125,28.875,40.1,3.4834725,2.9835,2.56625,76.399506838,2.11333333333333,34.995,2.034833373,15.37,6.325,27.69625,6,27.10875,8.766667,3.716667,35,11,12.35,4.3,8.8,9.85,30.1,16.5,26.2395,29.1395,27.5451666666667,27.3056,44.30166665,22.3,1.357,3.07,4.2950005,19.27,7.2683315,18.3,4.796,7.771,54.33658,10.55,4.715,3.27,4.6,23.285,22.4105,89.643,80.309,45.341345,20.718,17,21.8965,19.401,25.7645,19.2085,27.2,13.9,1.9983147,10.8075,30.494405,32.75,37.1,62.5747175,1.5,5.6,18.75161415,20.88459,25.753875,20.524955,30.05994,18.41294,8.970583,14.1224,17.64791,29.4833602,17.85,18.75,19.24,18.025,9.76666666666667,6.625,8.046,4.708,32.15385,25.51665,30.2276,28.706955,26.065385,25.526675,22.211,8.46666666666667,36.515,19.85,18.5,23.81915,78.5,54.4,7.8938385,17.74464,23.83015,59.909,7.2,3.825,25.4312,29.19288,27.775,20.255,18.8865,8.425,3.47,5.58,7.9,12.315,6.1,14.0005,27.4,6.1,41.6095,26.0394475,0.09,0.08,0.0295,11.5,6.2151,12.3350052,8.2985,21.61208,6.7,12.0745,62.14575,22.15,31.228875,23.4,26.35,5.2555,5.66325,3.49105,18,31.4,8.8195,12.1,19.6,21.495,14.9225,20.46775,23.63625,22.7783333333333,28.0166666666667,25.148,22.13,23.5425,7.55,21.0866666666667,24.4683333333333,6.01,35.0875,10.674,5.76666666666667,16.4466666666667,19.9775,27.5475,3.8825,27.11,3.6025,25.92375,14.2379166666667,9.20625,21.1966666666667,27.515,24.7875,30.265
33,48.12499975,22.65,9.811,8.64875,11.00825,8.851,21.4125,7.9,23.06,25.393,14.808,10.575,35.9465,21.68,14.619,36.316,22.5385,14.82,40.5735,15.4,30.5715,32.5,15,18,9.65,7.575,7.35,7.577775,7.075,28.775,40.1,3.5044447,2.216,2.5635,76.285861131,1.96333333333333,35.6225,2.0612313705,15.33,6.29,27.6504,6,27.10075,8.733333,3.7,35,11,12.3,4.4,8.8,10,30.1,16.5,26.1695,29.023,27.538,27.3808,44.65666665,22.2,1.351,3.0466665,4.326667,19.293335,7.268335,18.3,4.796,7.7815,54.325125,10.45,4.715,3.27,4.6,23.223,22.3835,89.68,80.346,45.351835,20.7155,17,21.8605,19.3505,25.7655,19.1995,27.0021465714286,13.85,1.99395751666667,10.31,30.428845,32.7,37.1,62.580845,1.47375,5.6,18.7328526,20.97845,25.81227,20.50137,30.17782,18.441635,8.980973,14.1287,17.66304,29.2990058,17.7,18.745,19.245,18.02,9.765,6.659,8.076,4.716134,32.35735,25.61135,30.39695,28.68357,26.02,25.5061625,22.227,8.50833333333333,36.5,19.85,18.5,23.809,78.6,54.4333333333333,7.878054,17.838003276,23.8305,59.909,7.2,3.7,25.40936,29.46848,27.8,20.205,19.0015,8.3125,3.47,5.58,7.9,12.3,6.1,14.0005,27.3,6.2,41.6105,26.0208445,0.09,0.08,0.0295,11.4,6.24145,12.3350052,8.308,21.60054,6.7,12.04975,62.16125,22.120875,31.212275,23.325,26.225,5.3,5.801,3.4905,18,31.647495,8.967,13.55,19.6,21.8933333333333,15.39,20.665,22.9566666666667,22.2575,29.6825,26.794,22.0725,23.5666666666667,7.47,21.2195833333333,26.405,5.96666666666667,34.465,10.662,6.11166666666667,15.88,19.542,27.51,3.84875,27.1666666666667,3.64875,25.57,14.1175,8.89333333333333,21.2233333333333,26.0033333333333,24.825,30.49375
33,48.07500075,22.65,9.811,8.6395,11.00825,8.8625,21.4125,7.9,23.027,25.3865,14.851,10.6,35.906,21.673,14.59,36.328,22.536,14.797,40.574,15.4,30.73375,32.5,15,18,9.625,7.6,7.35,7.6105,7.2,29.2125,40.1505,3.47083385,2.3435,2.558,76.437373776,1.97166666666667,35.8616666666667,2.0782946485,15.2875,6.26,27.648325,6,27.093875,8.7,3.7,35,11,12.3,4.4,8.85,10.101,30.1,16.5,26.2355,29.0665,27.5270833333333,27.42265,44.96166665,22.2,1.3785,3.0499995,4.3449995,19.295,7.2599985,18.75,4.796,7.779,54.198635,10.4,4.715,3.27,4.575,23.223,22.4115,89.68,80.346,45.365165,20.734,17,21.89,19.25,25.745,19.2055,26.966728,13.85,1.98947741666667,10.28,30.380625,32.8,37.15,62.6671875,1.43625,5.6,18.7391084,21.017995,25.951265,20.58881,30.30173,18.45095,8.995799,14.13129,17.676805,29.2466029,17.625,18.745,19.25,18.02,9.77,6.688,8.136,4.7275,32.53425,25.6944,30.5415,28.727555,26.041625,25.481475,22.2,8.50833333333333,36.475,19.9,18.7,23.73275,78.6,54.4,7.858671,17.88432,23.831,59.909,7.1,3.675,25.4338,29.3832,27.765,20.225,19.038,8.3,3.43,5.58,7.885,12.29,6.1,13.9005,27.3,6.2,41.613,26.0031365,0.09,0.08,0.0295,11.4,6.23775,12.43368625,8.307,21.60192,6.7,12.0305,62.17925,22.101625,31.19635,23.275,26.325,5.3,5.7565,3.4756,18,31.7,9.1325,14.9,19.6,21.69,14.4616666666667,20.3933333333333,23.505,22.235,27.2866666666667,25.5325,21.0175,24.0675,7.4675,21.25125,24.6808333333333,5.94,34.77,11.145,6.315,15.6675,19.82875,28.37,3.87125,25.53,3.62,25.64375,14.6516666666667,9.27625,21.1883333333333,29.19,25.035,30.48125
33.5,48.05,22.7,9.806,8.69475,10.9865,8.86625,21.3458333333333,7.9,23.047,25.357,14.8665,10.625,36.1155,21.6745,14.6,36.3315,22.5225,14.7905,40.56,15.45,30.7665,32.5,15,18,9.7,7.625,7.35,7.7,7.2,29.5125,40.301,3.4666665,3.836,2.542,76.437000374,1.91083333333333,35.04,2.1031371735,15.2405,6.23,27.6100125,6,27.086875,8.666667,3.7,34.95,11,12.3,4.4,8.9,10.1505,30.05,17,26.196,28.9875,27.5146666666667,27.4569,45.75916665,22.2,1.36,3.0766665,4.3466665,19.281665,7.296665,19.25,4.857,7.722,54.0674,10.25,4.715,3.28,4.55,23.189,22.6,89.717,80.383,45.385715,20.733,17,22.092,19.2,25.7195,19.1095,26.8975943571429,13.9,1.98791858333333,10.38,30.309915,32.95,37.2,62.68465,1.42145833333333,5.5,18.74952955,21.040195,26.01247,20.627185,30.34776,18.479275,9.001262,14.134595,17.565715,29.1942849,17.65,18.745,19.235,18.02,9.75125,6.7,8.166,4.72,32.65355,25.76965,30.6127,28.66526,26.01336,25.4693525,22.193,8.69166666666667,36.475,19.9,18.65,23.7223,78.6,54.4333333333333,7.8432495,17.88432,23.79355,59.909,7.15,3.55,25.38492,29.47368,27.725,20.385,19.022,8.1625,3.43,5.58,7.875,12.28,6.1,13.95,27.1,6.2,41.712,25.987583,0.09,0.08,0.029,11.3,6.2664,12.5,8.3205,21.68917,6.6,11.9975,62.163828435,22.07355,31.181475,23.325,26.6,5.3007,5.709,3.49345,18,31.760835,9.245,15,19.6,21.355,14.2308333333333,20.2583333333333,22.885,22.73,27.9533333333333,25.774,22.215,24.38875,7.46,21.2158333333333,25.8166666666667,5.845,34.71,10.8120833333333,6.3125,16.6516666666667,18.8125,28.6216666666667,3.8675,26.93,3.56,26.685,13.93,9.462,21.7216666666667,27.25875,25.4316666666667,30.29
33.5,48.12500025,22.6,9.7965,8.663,10.98,8.93025,21.2625,7.9,23.062,25.841,14.8325,10.625,36.325,21.676,14.61,36.335,22.509,14.784,40.837,15.45,30.66075,32.5,15,17.5,9.7,7.825,7.4,7.725,7.225,29.9875,41.2,3.476389,3.836,2.536,76.341928991,2.06,34.675,2.076455328,15.21,6.2,27.60375,6,27.0795,8.666667,3.7,35,11,12.3,4.3,8.9,10.101,30,17,26.118,28.948,27.5101666666667,27.49055,46.20666665,22.2,1.3885,3.0783335,4.3449995,19.286665,7.3083315,19.5,4.857,7.727,54.268675,10.65,4.715,3.28,4.55,23.189,22.6,89.754,80.383,45.401685,20.692,17,21.9775,19.15,25.681,18.4255,27.2230189285714,13.9,1.99228253333333,10.1125,30.3114,32.8,37.15,62.72833,1.41,5.55,18.83784185,21.06242,26.147415,20.546705,30.94451,18.49144,9.03067,14.123735,17.8,29.16816825,17.65,18.74,19.23,18.01,9.70333333333333,6.6685,7.986,4.63466666666667,32.74025,25.82815,30.72135,28.814015,25.981275,25.444455,22.185,8.64166666666667,36.43,19.9,18.7,23.73275,78.6,54.4166666666667,7.806993,17.899429884,23.767,59.909,7.1,3.625,25.41248,29.39308,27.7,20.37,19.0675,8.2,3.47,5.58,7.87,12.25,6.1,13.95,27.1,6.2,41.7095,25.993137,0.09,0.08,0.029,11.161,6.26505,12.5,8.3475,21.64171,6.6,11.97,62.13333176,22.062875,31.179375,23.325,26.525,5.325,5.798,3.4964,18,31.679835,9.31,14.95,19.6,21.575,14.39625,20.545,22.8533333333333,22.5955,28.155,26.2131666666667,21.305,23.765,7.475,21.22,25.95,5.805,34.895,11.0533333333333,5.70333333333333,14.7925,20.105,28.42,3.86333333333333,24.035,3.38416666666667,26.585,14.715,8.815,22.7126666666667,28.205,24.4066666666667,30.24
33.5,48.1500015,22.65,9.778,8.57425,10.9785,8.9295,21.1416666666667,7.9,23.019,25.845,14.7975,10.675,36.318,21.6615,14.6545,36.349,22.4915,14.7715,40.7185,15.45,30.67925,32,15,17,9.75,7.8375,7.4,7.725,7.525,31.0125,41.85,3.44972165,3.922,2.534,76.30222353,2.13,35.2075,1.989825264,15.1855,6.175,27.570825,6,27.06675,8.766667,3.7,35,11,12.25,4.2,8.9,10,30,16,26.153,29.1255,27.6846666666667,27.518,46.04166665,22.2,1.4215,3.10833315,4.3216665,19.329995,7.3249985,19.4505,4.857,7.7005,54.09323,10.95,4.74,3.28,4.55,23.175,22.6,89.754,80.383,45.416775,20.6325,17.5,21.856,18.95,25.6055,18.464,27.25,13.95,2.00938423333333,9.95,31.10578,32.85,37.1,62.769415,1.445,5.65,18.82475735,21.101185,26.193805,20.25737,30.89753,18.49498,9.0256505,14.10537,17.75,29.2467728,17.65,18.74,19.225,18.015,9.61666666666667,6.4475,7.687,4.521,32.81085,25.8465,30.7887,28.789125,25.98547,25.44425,22.155,8.64166666666667,36.43,20.2,18.7,23.7129,78.6,54.4333333333333,7.809799,17.8959569736,23.76705,59.909,7.1,3.65,25.3922,29.38944,27.655,20.345,19.034,8.15,3.47,5.6,7.87,12.23,6.1,13.95,27.15,6.2,41.7275,26.014546,0.09,0.08,0.029,11.1,6.28275,12.3350052,8.321,21.7,6.6,11.95625,62.1542975,22.078425,31.2007,23.475,26.5,5.3,5.803,3.5084,18,31.575665,9.19,14.7,19.6,21.2733333333333,14.4683333333333,20.5775,23.25,22.7165,26.9858333333333,25.5526666666667,21.2625,23.0333333333333,7.47,20.8858333333333,26.85,5.845,34.715,10.9045833333333,5.755,15.55375,19.06,27.7925,3.88,26.8716666666667,3.54583333333333,26.8908333333333,14.4,9.0875,22.5583333333333,28.2675,25.05,30.36
33.5,48.200001,22.6,9.745,8.5145,10.9765,8.8925,21.125,7.9,23.02,25.843,14.776,10.65,36.311,21.647,14.699,36.363,22.474,14.759,40.4575,15.4,30.69675,32,15,17,9.8,7.8,7.4,7.65,7.475,31.0625,41.8,3.4275005,4.604,2.5385,76.245022447,2.4,35.27,1.8831265765,15.175,6.165,27.541675,6,27.0385,8.866667,3.7416665,35,11,12.2,4.1,8.8,9.85,30,15,26.3,29.246,27.6826666666667,27.52845,45.7775,22.2,1.553,3.153333,4.2683335,19.36,7.408333,19.3,4.857,7.737,53.84279,11.2505,4.74,3.3,4.625,23.133,22.6,89.754,80.383,45.394025,20.5605,17,21.8345,18.8,25.575,18.93,27.20823875,14,2.03212795416667,10.115,30.60639,32.75,37.1,62.72741,1.55708333333333,5.8,18.82818005,20.815395,26.1387,19.95397,30.708795,18.45871,9.032293,14.04348,17.7,29.1420516,17.7,18.735,19.22,18.035,9.49866666666667,6.1945,7.331,4.46,32.44825,25.86655,30.66035,28.874995,26.07968,25.434815,22.15,8.65,36.41,20.35,18.7,23.69095,78.6,54.4666666666667,7.7745185,17.8991344608,23.72055,59.909,7.1,3.6,25.32044,29.45808,27.615,20.315,19.0385,8.25,3.47,5.6,7.87,12.23,6.1,13.95,27.2,6.25,41.7745,26.062907,0.09,0.08,0.029,11.201,6.2843,12.235312,8.269,21.72011,6.7,11.97,62.16625,22.1094,31.1974,23.7,26.275,5.35,5.8155,3.51135,18.5,31.52667,8.89,14.35,19.6,21.6633333333333,14.46,21.0403333333333,24.0041666666667,22.86,25.47,28.7153333333333,21.365,23.438,7.53,20.05125,25.575,5.89416666666667,34.38,11.00375,5.87666666666667,17.23,18.98,28.5366666666667,3.902,27.8266666666667,3.55375,26.4525,14.3875,8.88166666666667,22.1383333333333,28.0520833333333,24.7,30.38625
34,48.2499995,22.499999,9.7175,8.47825,10.967,8.89175,20.9583333333333,7.9,23.012,25.825,14.746,10.675,36.2775,21.6395,14.7305,36.335,22.458,14.797,40.657,15.4,30.71325,32,15,17,9.8,7.775,7.375,7.75,7.425,30.95,41.7,3.4124997,4.7745,2.546,76.14341688,2.075,35.81,1.7746979315,15.175,6.16,27.5583375,6,27.050875,9.033333,3.766667,35,11,12.2,4.1,8.8,9.8,30,14.001,26.3125,29.488,27.9228333333333,27.533,45.3725,22.2,1.2965,3.1499998,4.2249995,19.38667,7.4583315,19,4.857,7.7845,53.66155,11.651,4.765,3.3,4.725,23.0485,22.55,89.7725,80.383,45.399005,20.4,17,21.802,19.1,25.4475,18.65,27.15,14.1,2.06921262380952,10.69,30.44469,32.7,37,62.7833925,1.82791666666667,6,18.7828865,20.444125,26.045995,19.61243,30.583365,18.4093,9.031344,13.92972,17.71679,29.0378376,17.85,18.73,19.21,18.02,9.41958333333333,5.971,7.095,4.4395,31.9849,25.5467,30.3267,28.948195,26.11679,25.409915,22.15,8.65,36.41,20.25,18.7,23.632,78.6,54.45,7.737041,17.88432,23.5263,59.909,7.15,3.8,25.348,29.31924,27.635,20.285,19.039,8.3875,3.47,5.6,7.87,12.23,6.15,13.95,27.2,6.25,41.797,26.1418805,0.09,0.08,0.0275,11.4,6.19825,12.3350052,8.2185,21.69367,6.7,11.9865,62.16,22.156075,31.152375,24.1,26.3,5.35,5.812,3.5316,19,31.267165,8.663,14.05,19.572,21.82,14.372,21.126,22.4533333333333,22.6766666666667,26.9966666666667,29.073,21.44875,23.77,7.6425,20.2265,25.57,5.93,34.885,10.8733333333333,6.13666666666667,16.04,19.44075,28.42,3.96375,27.85,3.60875,26.6225,13.88,8.5675,21.8475,28.065,25.2875,30.2
34,48.175001,22.45,9.671,8.44725,10.94875,8.82875,20.7583333333333,7.9,22.983,25.7975,14.689,10.65,36.244,21.632,14.762,36.307,22.442,14.835,40.593,15.4,30.72525,32,15,17,9.8,7.7125,7.35,7.675,7.35,30.8125,41.5,3.43430665,4.945,2.53875,75.954191885,2.2,35.355,1.6667514315,15.2375,6.175,27.5762375,6,27.037,9.2,3.85,35,11,12.25,4,8.7,9.6005,30,14.001,26.427,30.2135,28.03125,27.4997,44.5441667,22.15,1.236,3.15666665,4.13,19.381665,7.4733315,19.2,4.8265,7.68,53.68893,11.95,4.78,3.33,4.85,22.9225,22.5,89.791,80.346,45.37434,20.26,18,21.678,19.3,25.3045,18.689,27.1,14,2.10184936666667,10.3525,31.35166,32.6,36.9,62.7921325,2.093125,6.1,18.8549793,20.30359,25.744005,19.44858,30.24074,18.279235,8.953733,13.84935,17.58923,28.97334175,18.4,18.735,19.23,18,9.28333333333333,5.9,6.919,4.404567,31.3004,25.2807,29.8562,29.08536,26.143725,25.3948975,22.126,8.625,36.365,20.2,18.6,23.53345,78.6,54.4666666666667,7.686893,17.83776,23.14315,59.909,7.1,3.85,25.3818,29.41648,27.64,20.265,19.0365,8.575,3.47,5.615,7.87,12.2,6.15,13.9005,27.35,6.2,41.8365,26.2442045,0.09,0.08,0.028,11.5505,6.12195,12.43368625,8.144,21.6,6.8,12.0195,62.152,22.0839,31.178025,24.375,26.4,5.351,5.843,3.5521,18,31.11367,8.4675,13.75,19.5,21.6533333333333,14.196,20.7733333333333,23.1825,22.462,27.29,28.796,22.5866666666667,21.9585,7.6825,20.20275,25.4225,6.0975,34.4925,10.792,6.46416666666667,17.1166666666667,18.85125,27.85625,3.9725,27.5833333333333,3.66,26.26225,13.90075,8.89041666666667,21.476,28.00625,25.11,30.235
34,47.47500125,22.3500005,9.634,8.39375,10.93425,8.7915,20.65,7.9,22.938,25.7775,14.624,10.575,36.2,21.602,14.8025,36.228,22.4815,14.873,40.5805,15.45,30.74225,32,14.85,17,9.75,7.6625,7.3,7.6,7.25,30.6125,41.35,3.414028,4.86,2.5495,75.934691051,2.15666666666667,35.265,1.5822405695,15.3355,6.2195,27.6425,6,26.934,9.4,3.9166665,35,11,12.25,3.9,8.6,9.1,30.4,14.001,26.518,30.233,28.0021666666667,27.437,43.86083335,22.05,1.235,3.15333315,4.0533335,19.38,7.5299985,18.6,4.8265,7.641,53.6069,12.3,4.78,3.3,4.95,22.745,22.3005,89.754,80.309,45.32386,20.395,18.5,21.65,19.6,25.095,18.621,27.1,14,2.13285658333333,10.755,31.41418,32.5,36.8,62.7781575,2.31583333333333,6.2,18.968787155,20.2813,25.466665,19.169825,29.80568,18.20335,8.869378,13.79846,17.417705,29.04698695,18.625,18.735,19.205,18,9.21625,5.8505,6.919,4.407097,30.5588,24.8696,29.37435,29.023775,26.09376,25.39678,22.075,8.60833333333333,36.35,20.1,18.5,23.41425,78.6,54.4666666666667,7.625717,17.7912,22.93445,59.909,7.25,4.025,25.34072,29.2792,27.6,20.215,19.0405,8.725,3.53,5.615,7.9,12.23,6.15,13.9005,27.5,6.2,41.822,26.34703,0.091,0.08,0.026,11.8,6.03945,12.61618365,8.0245,21.65,6.9,12.06625,62.27675,21.971325,31.2228,24.65,26.4,5.3485,5.86575,3.5649,18,31.11033,8.118,12.75,19.5,21.6466666666667,14.142,21.4766666666667,24.1170833333333,22.4503333333333,27.1583333333333,28.5185,23.335,22.215,7.77,19.675,26.0766666666667,6.19,34.295,10.858,6.59,17.09,18.743,28.135,3.995,27.14,3.79375,26.162,13.9385,8.54,21.0133333333333,27.62,24.98,30.22
34,47.2000005,22.3,9.6245,8.336,10.90925,8.763,20.65,7.9,22.874,25.731,14.5485,10.525,36.156,21.572,14.843,36.149,22.521,14.911,40.399,15.4,30.7515,31,14.5,17,9.7,7.5625,7.3,7.575,7.15,30.3875,40.4005,3.3954168,4.8175,2.5555,75.3325593986667,2.13333333333333,35.205,1.5298818395,15.44,6.275,27.69875,7,26.900375,9.5,3.9666665,35,11,12.15,3.9,8.55,8.85,30.75,13,26.613,29.9155,27.9246666666667,27.34915,43.2108333,21.9,1.2655,3.1766663,4.1283335,19.36166,7.695,19.7,4.8415,7.6215,53.32378,12.6,4.75,3.315,5.075,22.622,22.15,89.754,80.235,45.33238,20.25,18,21.619,19.6,24.953,18.636,27.0438845714286,13.95,2.15794768333333,10.6,31.36269,32.25,36.7,62.7571675,2.36729166666667,6.25,18.99148665,20.122,25.52676,18.968565,29.467745,18.1323,8.752832,13.81034,17.34882,29,18.6855,18.735,19.18,17.975,9.27216666666667,5.8,6.801,4.440397,29.9976,24.40755,29.20945,29.0498,26.123365,25.3803,22.094,8.74166666666667,36.365,20,18.4,23.28395,78.6,54.4666666666667,7.6664995,17.7912,22.7329,59.909,7.45,4.35,25.35216,29.30624,27.48,20.245,19,8.9875,3.57,5.615,7.9,12.24,6.1,13.9005,27.651,6.1,41.807,26.432293,0.0935,0.08,0.0265,12,5.94095,12.8,7.9505,21.67228,6.9,12.124,62.312431835,22.075425,31.297425,24.6,26.4,5.34,5.8365,3.6166,17.5,31.047,7.791,11.9,19.5,22.0716666666667,13.9433333333333,20.9925,24.57,22.287,28.1,28.723,21.96875,21.463,7.98125,19.336,26.5583333333333,6.24666666666667,34.3075,11.20875,6.6,16.9783333333333,18.624,27.505,4.04,27.9675,3.95125,26.1145,14.0275,8.6825,21,27.69375,24.845,30.32
