"BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Ca3","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-MA2","CA-MA3","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","CR-Lse","MX-EMg","MX-Lpa","MX-Ray","MX-Tes","PR-xGU","PR-xLA","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-BMM","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-BZo","US-CaV","US-CdM","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-CZ2","US-CZ3","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KL1","US-KL2","US-KL3","US-KLS","US-KM1","US-KM2","US-KM3","US-KM4","US-Kon","US-KUT","US-LL1","US-LL2","US-LL3","US-Me2","US-Me3","US-Me5","US-Me6","US-Mi1","US-Mi2","US-Mi3","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-MWA","US-NC1","US-NC2","US-NC3","US-NC4","US-NGC","US-NR3","US-Oho","US-ONA","US-Prr","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCf","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xDL","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xNQ","US-xRN","US-xSB","US-xSE","US-xSJ","US-xSL","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN","US-xWR"
35.5,30.65000025,2.9,22.66,28.42,27.7485,14.56,19.9875,6.5,23.042,16.673,11.7123,5.95,15.395,6.317,4.752,4.734,4.202,3.454,41.249,13.101,24.109,10,9.45,8,14.275,16.025,11.3,12.825,16.1,18.925,46.5005,12.8561033,5.116,1.896,53.8980858023333,5.645,33.395,4.5847731545,22.866,8.9505,26.7845875,11,34.596125,32.1833335,50.133333,26,9,14.45,4.4,8.4,9.9,30.05,16,14.466,13.71,28.7865,4.090425,9.56428571428571,46,7.3045,29.133335,22.73333,28.675,28.40667,27.3,10.545,8.764,41.70576,7.3,13.615,6.73,21.1,40.53,42.593,89.717,77.5125,6.414862,19.642,11,19.9415,22.05,21.518,23.625,19.95,17.9,3.57386268333333,6.12,13.130665,34.3,44.9,7.7754875,5.45611111111111,8.8,31.373402545,23.061995,30.00777,29.44694,30.798945,21.27667,14.4644,22.9639,31.43288,33.361529805,12.4,20.04,20.63,19.01,26.636,17.784,18.855,13.627,60.4436,63.4207,63.3053,41.06,35.330735,38.001555,34.392,12.5666666666667,43.055,34.95,34.2,35.0859,86.1,7.83333333333333,7.513837,19.1835986832,8.88,14.245142,24.45,9,35.17652,16.08992,9.79,9.57,9.76375,15.3875,5.07,13.275,17.185,23.775,13.2,13.601,11.651,8,36.842,38.657821,0.132,0.1445,0.081,9.715,6.8353,12.3,8.5005,25.52789,33.3,32.716,3.5071915,33.2371,40.28515,14.425,5.3,9.425,10.915,25.572,28.001,31.139,10.9025,46.35,29.8,30.8958333333333,29.1933333333333,17.7975,29.1141666666667,26.89,35.03175,37.23,24.4033333333333,29.0466666666667,7.41,22.838,24.71,11.835,37.9516666666667,18.0766666666667,10.825,22.063,20.33125,32.9625,12.06,19.2966666666667,3.9665,28.98,20.2623333333333,18.5291666666667,20.9366666666667,36.4275,24.595,36.89
35.5,29.624999,2.9,22.655,28.325,27.76,14.56275,19.8916666666667,6.5,23.0345,16.6705,11.71615,5.85,15.395,6.318,4.756,4.5815,4.2035,3.4495,41.2415,13.101,24.10825,10,9.3,8,14.3,16.075,11.25,12.85,16.1,18.825,46.3005,12.77222335,5.116,1.9015,53.9713105503333,5.9375,33.68,4.551967451,22.863,8.958,26.8562375,11,34.5755,32.233333,50.133333,26.1,9,14.4,4.4,8.4,9.9,31,16,14.311,13.765,28.7925833333333,3.89755,10.2714285714286,46,6.9475,29.143335,22.41666,28.738335,28.47333,28.001,10.791,8.774,41.68677,7.2,13.615,6.73,21.225,40.6925,42.567,89.717,77.327,6.41418,19.6585,11,19.901,22.3,21.509,23.625,19.95,17.9,3.60001835,6.125,13.248585,34.3,44.95,7.78942,5.67888888888889,9.3,31.4069715,23.092795,30.000655,29.44673,30.823305,21.25922,14.518475,22.976,31.4265,33.4362108,12.475,20.04,20.65,19.01,26.46875,17.7795,18.855,13.62,60.9988,63.16965,62.32985,41.06255,35.330875,38.036375,34.408,12.5833333333333,43.055,34.9,34.4,35.2483,86,7.8,7.537631,19.188,8.91,14.2643735,24.55,9,35.18588,16.11072,9.78,9.6,9.7615,15.3,5.07,13.315,17.17,23.805,13.3,13.601,11.701,8,36.8375,38.6678385,0.1385,0.146,0.082,10.0505,6.8633,12.4,8.555,25.542105,33.4,32.782,3.50702575,33.282425,40.2777,14.425,5.225,9.435,10.91,25.587,28.001,31.13333,10.9025,46.35,30.1,31.2275,29.6766666666667,17.795,29.1558333333333,27.04,34.7766666666667,36.995,25.783,30.0616666666667,7.56,23.073,25.065,10.081,37.7216666666667,17.9873333333333,10.84,22.0145833333333,18.8633333333333,33.01,11.7733333333333,15.416,4.03225,29.36375,19.865,17.035,20.7233333333333,36.23125,22.955,37.0275
35.5,30.1249995,2.9,22.69,28.52,27.78425,14.5695,19.875,6.5,23.031,16.668,11.71795,5.15,15.395,6.319,4.76,4.429,4.205,3.445,41.2305,13.101,24.10625,10,9.3,8,14.3,16.05,11.25,12.85,16.1,18.825,46.2005,12.75569665,5.116,1.9075,54.113029737,5.81,32.3125,4.537173049,22.8575,8.96,26.925825,11,34.72925,32.233333,50.133333,26.1,9,14.4,4.4,8.4,9.9,31,16,14.446,13.87,28.8101666666667,3.8927,10.9785714285714,46,10.62,29.361665,22.44333,28.73167,28.398335,27.701,11.391,8.7,42.339705,7.2,13.6,6.73,21.425,40.5495,42.617,89.717,77.2895,6.4130425,19.689,12,19.8075,21.95,21.5185,23.6255,19.95,17.9,3.62267988333333,6.25,13.451945,34.3,45,7.7746155,5.84305555555556,9.6,31.3873724,23.09766,30.08555,29.46196,30.89522,21.402305,14.57862,22.98326,31.46966,33.4476115,12.5,20.035,20.66,18.99,26.36,17.7755,18.855,13.581,60.9971,62.52775,62.3838,41.145955,35.326345,38.166885,34.559,12.6333333333333,43.06,35.1,34.45,35.2483,86.1,7.8,7.539443,19.188,8.91,14.2643735,24.35,8.95,35.08968,16.1804,9.745,9.6,9.761,15.475,5.07,13.315,17.25,23.825,13.4,13.601,11.701,8.05,36.836,38.7741715,0.14,0.1485,0.082,10.4,6.84745,12.45,8.546,25.55055,33.35,32.87,3.5071085,33.332125,40.2827,14.4,5.5,9.4075,10.9075,25.58,28.001,31.155,10.897,46.45,30.2155,30.895,29.344,17.7875,29.6733333333333,30.07,34.716,36.6,25.562,28.79,7.61,23.3236666666667,24.57,7.78,37.8675,18.078,9.115,21.9075,18.7756666666667,32.94,12.29,15.15675,3.635,29.32,19.5675,18.1525,20.91,36.23625,24.79,36.795
36,29.89999925,2.9,22.6,28.6375,27.86475,14.5565,19.9,6.45,23.0285,16.6695,11.72075,5.1,15.394,6.321,4.759,4.4305,4.209,3.4395,41.2185,13.101,24.1015,10,9,8,14.3,16.0125,11.25,12.8,16.25,18.8375,46.05,12.75222835,5.116,1.909,54.2971516645,5.765,32.6,4.542342999,22.8525,8.96,27.03625,11,34.75125,32.233333,50.1166665,26.1505,9,14.4,4.4,8.4,9.9,31,16,14.862,13.932,28.8268333333333,3.8838,11.6857142857143,46,10.94,29.399995,23.641665,28.723335,28.383335,28.001,11.981,8.6965,42.35583,7.3,13.615,6.715,21.625,40.539,42.613,89.717,77.271,6.422823,19.7535,12,19.7045,22.55,21.5135,23.6255,20,17.9,3.69463715,6.4,14.383305,34.4,45.05,7.7644165,5.89444444444445,9.8,31.38177455,23.136825,30.10323,29.48225,32.26864,21.436935,14.58799,22.98726,31.52438,33.4959432,12.55,20.03,20.66,19,26.41,17.784,18.855,13.6116666666667,62.05425,61.82735,62.8699,41.199585,35.330015,38.51601,34.53,12.7,43.04,34.7,34.45,35.23375,86.1,7.8,7.559637,19.1818266096,8.9,14.245142,24.4,9,34.96904,16.28908,9.775,9.6,9.76125,15.625,5.07,13.315,17.37,23.84,13.5,13.601,11.701,8.05,36.8395,38.8214165,0.14,0.153,0.0825,10.6,6.7864,12.55,8.5425,25.51039,33.6,32.9085,3.5040875,33.470425,40.3792,14.45,5.625,9.4025,10.905,25.5705,28.001,31.3215,10.894,46.35,30.24,30.63625,29.71,19.33,29.6133333333333,28.10375,34.47,35.78,24.96375,29.4125,14.19,23.7233333333333,24.53,7.91,37.99,16.9566666666667,9.315,22.44125,18.7053333333333,32.9475,12.035,16.92,4.685,29.13,19.9,17.14,21.025,35.7975,22.76,36.6675
36,29.57500025,2.9,22.57,28.7025,27.89,14.556,19.9291666666667,6.5,23.0265,16.675,11.7231,5.05,15.393,6.323,4.758,4.432,4.213,3.434,41.221,13.101,24.1045,10,9,8,14.25,16.025,11.275,12.775,16.225,18.875,45.9005,12.7786033,5.116,1.9105,54.4431552775,5.34,31.63,4.557044917,22.85,8.9675,27.07625,11,34.75725,32.233333,50.1,26.1505,9,14.4,4.4,8.4,9.9,31.05,16,15.388,14.012,28.8253333333333,4.097,12.3928571428571,46,7.522,29.32167,24.193335,28.744995,28.31666,28.6,11.909,8.693,42.430925,7.3,13.6,6.715,21.65,40.863,42.6585,89.717,77.1785,6.42214,19.7885,12,19.622,22.901,21.491,23.625,19.95,17.9,3.74716323333333,6.54,15.47079,34.3,45.15,7.76769525,5.93972222222222,9.9,31.3845722,23.10364,30.11074,29.51281,32.31157,21.45775,14.595115,22.94499,31.514725,33.57450771,13.0605,20.03,20.655,18.99,26.5,17.8085,18.9615,13.518,62.2002,61.6153,62.87845,41.25492,35.345525,38.4903225,34.364,12.7333333333333,43.065,34.7,34.4,35.21955,86.1,7.78333333333333,7.565149,19.14144,8.865,14.283605,24.5,9,34.6742,16.28388,9.83,9.59,9.75975,15.7625,5.07,13.33,17.38,23.85,13.5,13.601,11.8,8.1,36.844,38.795272,0.14,0.154,0.083,10.75,6.716,12.6,8.553,25.538455,33.5,32.97725,3.505,33.802475,40.44215,14.45,5.875,9.4075,10.9025,25.5485,28.001,31.437,10.8995,46.75,30.2835,30.67,29.215,19.345,29.4683333333333,27.735,34.565,35.96,24.5875,28.905,10.895,24.24,25.065,7.77,37.845,17.88,9.56333333333333,21.6491666666667,19.384,32.925,12.075,17.44875,3.88333333333333,28.85,21.2325,19.035,21.0883333333333,36.23625,24.69,36.7475
35,26.4249995,2.9,22.57,28.6725,27.9125,14.566,19.9,6.5,23.0225,16.677,11.73,5.05,15.398,6.321,4.759,4.434,4.213,3.4325,41.3235,13.101,24.10275,10,9,8,14.25,16.075,11.25,12.75,16.35,18.9625,45.7505,12.7923633,5.116,1.91025,54.5001846991667,5.61,32.435,4.5855377105,22.85,8.985,27.097925,12,34.776125,32.25,50.0916665,26.1505,9,14.4,4.4,8.4,9.9,31,16,15.3195,14.131,28.8225,4.0837,13.1,46,7.5375,29.22667,23.971665,28.748335,28.30333,28.7,12.125,8.691,42.46088,7.05,13.6,6.715,21.7,40.6855,42.5815,89.717,77.1415,6.409403,19.79,12,19.5825,23.1005,21.4895,23.626,19.95,17.9,3.76864321666667,6.39,15.53543,34.4,45.2,7.7528555,6.24694444444444,9.9,31.3873714,23.189245,30.10748,29.51544,31.56065,21.53393,14.706895,22.913265,31.64566,33.6442636,13.1325,20.015,20.64,18.98,26.5825,17.817,18.997,13.6393663333333,62.4239,61.82955,62.911,41.249095,35.35497,38.5320075,34.488,12.7,43.15,34.6,34.4,35.1885,86.05,7.78333333333333,7.539443,19.14144,8.845,14.283605,24.35,9,34.91184,16.18976,9.915,9.585,9.7585,15.875,5.07,13.315,17.375,23.89,13.5,13.601,11.85,8,36.831,38.755406,0.14,0.1545,0.083,10.7,6.6542,12.7,8.5715,25.52501,33.4,32.98825,3.504,33.8247,40.521725,14.5,6.3,9.4,10.9,25.517,28.001,31.1345,10.912,46.4,30.335,30.67,29.6775,18.305,29.2166666666667,28.37,34.40875,35.61,24.273,28.38,11.595,24.04,24.545,7.21,37.6770833333333,17.996,9.31833333333333,21.9575,19.36575,32.9375,11.47,18.29,4.22416666666667,28.64625,19.6426666666667,19.035,22.06,36.24375,25.06,37.79
34.5,26.19999975,2.9,22.53,28.66,27.97,14.5655,20.0083333333333,6.5,23.0165,16.682,11.734,5.05,15.403,6.319,4.76,4.436,4.213,3.431,41.297,13.101,24.10275,10,9,8,14.275,16.0375,11.3,12.75,16.925,19.0375,45.6,12.787915,5.116,1.908,54.494837923,5.49875,32.17,4.6236757675,22.85,8.991,27.102925,12,34.7735,32.2,50.0833335,26.1005,9,14.4,4.4,8.4,9.9,31,16,15.714,14.273,28.8154166666667,4.0707,4.95,46.1,7.921,29.105,23.825,28.77333,28.39667,27.801,12.196,8.719,42.374845,6.95,13.58,6.73,21.7,40.728,42.492,89.717,77.123,6.4079255,19.8015,12,19.5135,22.5,21.4885,23.626,19.95,17.9,3.73351823333333,6.2,15.646095,34.3,45.2,7.7609115,6.23305555555556,9.8,31.3957699,23.170395,30.12547,29.52156,31.584625,21.508525,14.7106,22.901225,31.688775,33.6758046,12.7,19.995,20.62,18.965,26.59,17.8255,19.068,13.71834,62.69595,62.15935,62.9469,41.235065,35.41005,38.2329075,34.547,12.8333333333333,43.18,34.6,34.4,35.04085,86,7.78333333333333,7.537631,19.14144,8.815,14.283605,24.4,9,34.97736,16.24332,10.01,9.58,9.7585,16.025,5.07,13.29,17.375,23.9,13.5,13.601,11.9,8,36.8255,38.7212685,0.14,0.154,0.082,10.6,6.6322,12.7,8.576,25.51239,33.3,32.99375,3.503,33.80825,40.52905,14.5,6.65,9.415,10.9,25.6255,28.001,31.12934,10.9175,46.35,30.337,30.5466666666667,29.5075,17.7925,29.345,26.55,34.8466666666667,35.475,24.1665,30.515,11.505,24.176,24.49,7.49,37.33,18.038,9.32333333333333,22.0366666666667,18.5620833333333,32.94,11.4079166666667,18.59275,4.045,28.4075,19.985,18.6133333333333,21.1366666666667,36.155,23.085,36.965
34.5,23.80000025,2.9,22.455,28.6325,27.985,14.61875,20.0833333333333,6.5,23.013,16.6855,11.73875,5.35,15.398,6.318,4.756,4.437,4.212,3.429,41.2965,13.101,24.1035,10,9,8,14.25,16.025,11.3,12.75,17.025,19.125,48.6,12.86,5.116,1.8995,54.4577665746667,5.435,33.22,4.655102702,22.8425,8.993,27.0854125,11,34.7465,32.1166665,50.0833335,26.05,9,14.45,4.4,8.4,9.9,31,16,15.772,14.303,28.8155833333333,3.86705,4.95,46.4005,8.211,29.10667,23.656665,28.77333,28.495,28.2505,12.196,8.717,42.32433,6.9,13.565,6.73,21.6,41.2075,42.381,89.717,77.123,6.407584,19.801,12,19.4295,22.55,21.4875,23.626,19.95,17.9,3.6629638,6.4275,16.27235,34.4,45.2,7.75390025,6.14694444444444,9.6,31.40417085,23.15795,30.1348,29.490215,31.593755,21.52674,14.653,22.973645,31.696385,33.6157397,12.7,19.98,20.61,18.955,26.6,17.841,19.068,13.77654,62.6412,62.6346,62.9104,41.24,35.41529,38.4923525,34.569,12.9833333333333,43.105,34.4,34.35,34.99215,86.1,7.76666666666667,7.52116,19.1541452928,8.94,14.283605,24.25,9,35.01428,16.3286,10.095,9.565,9.7575,16.15,5,13.29,17.375,23.88,13.5,13.601,11.8,7.95,36.8215,38.6799645,0.1405,0.153,0.0815,10.4,6.6521,12.6,8.557,25.46534,33.3,32.969,3.50183625,33.993325,40.773775,14.5,6.775,9.45,10.9,25.583,28.001,31.106,10.921,46.5,30.354,30.475,29.0166666666667,17.785,29.3166666666667,29.715,34.8483333333333,35.7325,24.3466666666667,29.515,10.9283333333333,24.135,24.04,7.775,38.01,15.8795833333333,9.445,22.0875,19.5425,32.915,11.9704166666667,18.792,4.21625,28.76875,20.2675,18.6066666666667,20.9466666666667,36.1333333333333,23.12,37.27
34.5,23.62500025,2.9,22.555,28.56,27.95975,14.60525,20.1416666666667,6.5,23.011,16.686,11.7396,5.325,15.393,6.317,4.752,4.438,4.211,3.427,41.2925,13.101,24.10525,10,9,8,14.275,16.025,11.325,12.8,17.075,19.1625,49.7,12.9312517,5.116,1.89075,54.3732627043333,5.595,33.33,4.666795533,22.84,9.003,27.0824875,11,34.700625,32.05,50.066667,26.05,9,14.45,4.4,8.4,9.9,30.5,16,15.903,14.266,28.8315,3.8638,4.9,46.5005,8.2075,29.098335,23.48833,28.76,28.46,28.75,12.576,8.714,42.28468,6.95,13.515,6.73,21.55,41.7135,42.341,89.717,77.1415,6.4071295,19.795,12,19.3945,22.401,21.491,23.6265,19.95,17.85,3.60127098333333,6.2,16.732525,34.4,45.2,7.760126,5.98222222222222,9.5,31.4349947,23.11098,30.15001,29.492705,31.598445,21.52157,14.613775,22.97325,31.67794,33.6157397,12.75,19.99,20.6,18.955,26.59875,17.8735,19.068,13.7871,62.5112,63.04725,63.19075,41.26,35.415595,38.6091875,34.513,12.95,43.045,34.4,34.35,34.87995,86.1,7.76666666666667,7.510176,19.14144,8.92,14.283605,24.4,9,35.03664,16.2948,10.16,9.565,9.75625,16.2,5.015,13.28,17.355,23.85,13.5,13.601,11.85,8,36.833,38.65571,0.14,0.1515,0.081,10.1505,6.6732,12.6,8.534,25.45522,33.2,32.892,3.499,33.9415,40.9786,14.5,7.075,9.47,10.9,25.5445,28.001,31.07133,10.8905,46.5,30.331,30.6666666666667,29.275,18.48,29.5816666666667,28.55,34.9116666666667,35.5075,24.7391666666667,29.43,10.7916666666667,24.052,24.52,11.14,37.815,18.0235,10.72,22.438,20.05,32.87,11.6370833333333,21.3975,4.16875,28.6925,20.935,17.245,20.935,36.06,22.375,37.22
34,23.45000025,2.9,22.49,28.5325,27.93075,14.5975,20.175,6.5,23.0115,16.6875,11.74205,5.325,15.3965,6.316,4.752,4.439,4.2065,3.426,41.2775,13.101,24.106,10,9,8,14.3,16.0125,11.3,12.8,17.075,19.175,49.7,12.899305,5.116,1.88225,54.2994496321667,5.275,32.935,4.671158118,22.84,9.0175,27.062525,11,34.6675,31.95,50.066667,26,9,14.4,4.4,8.4,9.9,30.5,16,16.185,14.288,28.806,4.0282,11.5,46.551,11.18,29.105,23.416665,28.73167,28.34,28.8,12.196,8.7115,42.26831,7.25,13.49,6.73,21.5,41.6455,42.2775,89.717,77.1415,6.403377,19.796,12,19.368,22.6,21.491,23.627,19.95,17.85,3.57587155,6.195,15.755295,34.4,45.2,7.73559025,5.89305555555555,9.4,31.4321896,23.109445,30.15707,29.486595,31.61676,21.45438,14.60804,22.95759,31.63441,33.6157397,12.825,20,20.59,18.955,26.59625,17.8925,19.068,13.734,62.2044,63.3377,63.27895,41.259915,35.389305,38.409125,34.583,12.9,42.98,34.4,34.4,34.9097,86.1,7.76666666666667,7.510176,19.14144,8.88,14.283605,24.4,9,34.92172,16.20796,10.235,9.555,9.755,16.225,5.015,13.28,17.34,23.855,13.5,13.601,11.8,7.95,36.837,38.634976,0.14,0.1505,0.08,10,6.6858,12.5,8.516,25.453055,33.2,32.9415,3.4975,34.011525,41.05085,14.5,7.7,9.45,10.8975,25.4825,28.001,31.037165,10.8915,46.65,30.4055,30.925,29.5766666666667,17.795,30.515,26.51,34.9183333333333,36.58,24.7083333333333,29.7633333333333,13.87,23.49575,24.94,11.2635,37.86,18.075,9.835,22.42125,21.02,32.885,11.74875,25.0125,4.10875,28.845,19.8,18.1525,20.9816666666667,36.16125,24.915,37.485
34,23.275,2.9,22.46,28.4725,27.8905,14.59275,20.1,6.5,23.009,16.6905,11.743,5.55,15.4,6.315,4.752,4.44,4.202,3.425,41.2705,13.101,24.10725,10,9,8,14.3,15.975,11.35,12.8,17.05,19.225,49.7,12.89555335,5.116,1.877,54.2248915433333,5.165,32.42,4.6792412755,22.8375,9.0225,26.9929125,11,34.621,31.8833335,50.075,26,9,14.4,4.4,8.4,9.9,30.5,16,15.817,14.275,28.86675,4.0224,11.3,46.2,8.2835,28.97667,23.25666,28.721665,28.27667,28.8,12.196,8.7095,42.23547,7.45,13.49,6.715,21.4,41.609,42.2775,89.717,77.1785,6.403718,19.794,12,20.439,22.4505,21.496,23.627,19.95,17.85,3.55788953333333,5.9325,15.41972,34.4,45.2,7.72417,5.82694444444444,9.3,31.443404,23.109565,30.137805,29.48743,30.71201,21.4125,14.59813,22.955835,31.62086,33.6758046,12.85,20.015,20.59,18.95,26.605,17.911,19.068,13.78513,61.9955,63.5001,63.4832,41.242915,35.39368,38.16201,34.653,12.9166666666667,42.905,34.4,34.35,34.949,86.1,7.76666666666667,7.517497,19.14144,8.815,14.283605,24.4,9,35.04444,16.28388,10.295,9.53,9.754,16.25,5,13.355,17.33,23.855,13.5,13.601,11.8,8,36.8415,38.6139665,0.14,0.1495,0.08,9.98,6.70435,12.5,8.5015,25.44461,33.15,32.903,3.49575,34.00585,40.9786,14.475,7.85,9.475,10.8925,25.532,28.001,31.037335,10.8945,46.6,30.3025,30.9,29.49875,18.39,29.94,26.99,34.68,35.38,25.1108333333333,29.0754166666667,9.6725,23.36,24.51,12.2133333333333,37.975,18.0525,9.74,22.8325,19.323,32.8725,11.9,24.1925,4.06875,28.32125,20.225,17.1775,21.1333333333333,36.1175,24.805,38.055
34,23.10000025,2.9,22.41,28.4025,27.91225,14.5995,20.0166666666667,6.5,23.0065,16.6905,11.74485,5.55,15.391,6.316,4.755,4.439,4.2025,3.4245,41.2895,13.101,24.1085,10,9,8,14.3,15.975,11.3,12.75,17.025,19.225,49.7,12.89749665,5.116,1.87325,54.1633706351667,5.24833333333333,32.4225,4.674046852,22.835,9.0275,26.9125,11,34.598375,31.85,50.066667,26,9,14.4,4.4,8.4,9.9,30.5,16,15.818,14.214,28.8024166666667,4.0121,4.95,46,11.26,28.88333,23.53333,28.694995,28.26333,28.85,12.266,8.707,42.196375,7.7,13.48,6.715,21.35,41.1335,42.2,89.717,77.271,6.403946,19.7905,12,20.3855,23.3,21.496,23.627,19.95,17.9,3.54325151666667,6.15,15.40282,34.5,45.2,7.7393285,5.73055555555556,9.2,31.46023305,23.105745,30.11195,29.45947,30.70498,21.38223,14.6317,22.9593,31.6,33.6758046,12.85,20.02,20.58,18.94,26.62,17.9275,19.068,14.125,61.54455,63.7139,63.63635,41.24354,35.37268,38.1045825,34.63,12.8166666666667,42.83,34.4,34.3,34.80595,86.1,7.76666666666667,7.5047145,19.14144,8.81,14.283605,24.4,9,35.06888,16.25892,10.14,9.53,9.753,16.1125,5,13.355,17.315,23.84,13.5,13.601,11.9,7.9,36.846,38.5968665,0.14,0.149,0.08,9.9,6.71525,12.4,8.482,25.43483,33.05,32.83425,3.49542275,33.97865,40.93095,14.45,7.7,9.475,10.89,25.512,28.001,31.08033,10.8965,46.75,30.2565,31.0366666666667,29.8275,17.805,29.5216666666667,26.98,34.8,35.9025,25.22,29.405,13.2366666666667,23.564,24.815,12.26,37.925,18.132,10.405,22.1925,20.15,32.86,11.46,23.555,4.22666666666667,28.985,20.0925,17.245,21.1566666666667,36.05,23.935,37.5
34,22.9000005,2.9,22.3425,28.365,27.877,14.573,20.025,6.5,23.0035,16.6925,11.74485,5.475,15.382,6.317,4.758,4.438,4.203,3.424,41.2475,13.0505,24.11,10,9,8,14.25,15.9375,11.35,12.775,16.95,19.3,49.7,12.915965,5.116,1.87025,54.1150841385,5.4925,32.665,4.6722402705,22.835,9.025,26.8616625,11,34.571375,31.8,50.1,26,9,14.4,4.4,8.4,9.9,30.5,16,15.16,14.183,28.852375,4.16195,4.9,46.2005,11.295,28.955,23.63667,28.686665,28.18333,28.95,12.196,8.7045,42.13977,7.7,13.48,6.715,21.35,40.8945,42.25,89.717,77.271,6.4038325,19.7865,12,20.315,22.5,21.521,23.6715,19.95,17.9,3.5304355,6.495,15.33493,34.45,45.2,7.72005725,5.65611111111111,9.1,31.4714573,23.109395,30.102095,29.44747,30.69642,21.377,14.65404,22.95625,31.56381,33.67784405,12.775,20.01,20.58,18.945,26.6575,17.934,19.068,14.125,61.11885,63.84255,63.6266,41.25264,35.345195,38.08717,34.685,12.8333333333333,42.765,34.4,34.3,34.79065,86.1,7.73333333333333,7.508348,19.14144,8.815,14.283605,24.45,8.95,35.13596,16.18716,9.9,9.53,9.75175,16.0625,5,13.325,17.265,23.83,13.4,13.651,11.85,7.9,36.85,38.5861655,0.14,0.148,0.0795,9.83,6.69055,12.4,8.4665,25.41739,33,32.76,3.495693,33.8876,40.86215,14.35,7.375,9.475,10.89,25.508,28.001,31.081,10.9,46.45,30.281,30.94,29.4616666666667,17.97,29.465,26.945,34.9875,36.405,24.2183333333333,29.0525,13.7033333333333,23.25525,24.09,12.33,37.9033333333333,18.1325,10.21,22.89125,20.2533333333333,32.8575,11.40125,24.4625,3.78458333333333,28.4825,19.71,17.17,21.03,35.8741666666667,23.93,37.1975
34,23.075,2.9,22.29,28.2725,27.85,14.56325,20.05,6.5,22.9925,16.692,11.745,5.45,15.382,6.317,4.758,4.438,4.203,3.424,41.2355,13,24.1105,10,9.15,8,14.25,15.925,11.35,12.75,16.875,19.3,49.7,12.96902665,5.116,1.86725,54.0564697021667,5.48,32.33,4.6739733225,22.835,9.025,26.8199875,11,34.550375,31.766667,50.1,26,9,14.4,4.4,8.4,9.9,29,16,15.027,14.126,28.822375,3.9247,11.5,46.6505,8.2425,29.105,24.071665,28.64333,28.216665,28.9,12.125,8.675,42.087585,7.65,13.48,6.7,21.3,40.8375,42.3,89.717,77.271,6.404969,19.7825,12,20.236,22.5505,21.5215,23.716,19.95,17.9,3.5178392,6.3,15.111945,34.45,45.2,7.708837,5.50972222222222,9,31.48830115,23.10739,30.0973,29.38531,30.660755,21.382805,14.692805,22.9785,31.5,33.7359809,12.65,20.01,20.57,18.95,26.65875,17.9295,19.068,14.125,61.17335,63.86015,63.6168,41.251735,35.319945,38.1053125,34.649,12.85,42.69,34.35,34.2,34.77855,86.1,7.73333333333333,7.5010305,19.14144,8.75,14.283605,24.6,9,35.02156,16.29948,9.81,9.52,9.75075,16,5,13.325,17.25,23.815,13.5,13.701,11.8,8,36.8545,38.579227,0.14,0.147,0.0795,9.75,6.68925,12.3,8.465,25.39,32.95,32.738,3.49605725,33.79295,40.7955,14.375,7.05,9.45,11.065,25.8525,28.001,31.107,10.9025,46.45,30.235,31.0516666666667,29.5866666666667,17.785,29.4633333333333,28.2875,34.7883333333333,36.105,23.9885,29.43,13.5766666666667,22.861,24.49,11.905,38.03,18.14,10.06,22.0716666666667,20.05625,32.8525,11.33,24.5775,3.885,28.9525,20.6383333333333,17.055,20.9583333333333,35.84,25.135,37.61
