"","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BZB","US-BZo","US-CF1","US-CF2","US-CF3","US-CF4","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Elm","US-Esm","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me5","US-Me6","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-NR3","US-Oho","US-ONA","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Syv","US-Ton","US-Tw3","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-xAB","US-xBL","US-xCL","US-xDC","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xNG","US-xSE","US-xSR","US-xST","US-xTA","US-xTR","US-xUN"
"US-Kon",3156.87364576456,2628.85874582682,2778.50320293514,2311.85940968515,2009.61246672508,2940.0613644707,2878.04786928369,2649.47784764198,3222.80682566154,3228.02788485375,2846.79582529321,3252.20276178033,2755.88947715951,2930.50707813203,2440.62475920487,2603.98370655735,2542.89770303471,2552.91965351226,2420.20123345675,3957.96674793033,3714.85913865567,3978.92004297893,3758.83492373396,1843.71092697836,2443.70105901884,1658.98745362172,3226.91759318317,1753.86849462329,2438.25221991952,2570.77043647368,1778.11683683877,3503.8246002188,3149.73624838146,3359.78057334795,1470.95474689347,2093.76868659519,1848.79816785313,1786.08788001829,3518.05491864379,4561.79505860004,2133.5415859787,2318.28864798104,2066.13092621616,2171.11783297686,3131.74691556103,3542.54651029946,2177.45488459979,2280.74400246975,3033.49015243394,4627.7095980009,3737.65002258241,2467.46118504411,2547.17056548057,2540.70972487984,2637.40584770915,2618.86144445996,2114.46886343384,4424.28290146024,2249.70500025499,3236.28652530147,2409.18743463567,1838.68470441994,1617.9284299419,1455.58989596678,3773.95100264524,3570.85427333477,1068.56619648475,1360.46888526185,0,2182.81791893793,2407.19948081705,2817.10064562143,2636.7848164234,2842.7646419121,1500.35114567612,1482.92230317695,1073.86306937649,2322.77822359691,3349.02954332506,2077.68962900688,1692.73603179086,1625.79256256292,3457.66292788184,3777.51907110032,1936.04497801074,3117.27614720479,2324.37724270099,2453.22651908798,1841.21184851637,1828.05793263353,2023.36423501716,2203.53875777866,2969.43676153646,2462.60870260644,4666.12220673144,3390.82727885475,3089.07626900621,3651.30604894788,1682.37612158698,2014.54326066697,2088.8188112921,2007.12871602812,3566.30601562923,3646.01672038761,3719.29656645357,3749.85655448821,3663.99588919477,3397.57335138454,2283.21912661453,2682.95972836313,2201.18708031588,1917.61349224096,1920.64205920325,1241.07699170457,1478.71401474789,2502.17046450807,2591.74710785806,3362.92650798499,1500.18270875003,2133.55830234197,2853.99028286497,1219.20678627014,2143.03145234944,1625.10294082514,1592.08708292261,1835.10551164222,2402.73137288614,1476.27193677031,2009.02038655486,3488.063733641,1433.53269110096,917.776827656058,2307.13997650361,1263.42430099767,4123.87114711318,1617.89632825046,2030.38911151273,2063.43964012532,2045.20298023117
"US-KUT",4042.62501661837,1779.55651673749,1811.45802083272,2169.60401916861,1734.75863629744,1934.82191504505,2337.49430538039,2644.82583403312,2431.38752163939,2294.45528681008,2297.83511671915,2073.31286463001,2543.37673622469,2210.36055322101,1571.98385821081,1998.41356032404,2133.60091262061,2349.94814510253,2416.40220975113,4758.38981868821,3238.93411622409,3937.31958477409,3180.86628666248,1970.76417881194,2248.18441784365,1981.4447788273,2941.53182001958,2114.24430314857,2217.14732806937,3098.80385284134,1751.91626821402,2274.66838480892,2098.44601737725,1998.21027606996,2018.92478593116,1866.1409743193,1522.94369330504,1501.6820109409,1820.2687628658,3362.26445405004,1993.32977886037,1919.11258974184,1725.03723140042,1712.87322079449,2471.42107570951,3384.00237053884,2475.09048556113,1548.96977563974,2897.41629466842,5230.13205348545,4519.64086696907,2640.01954027045,1528.69235878784,2572.2953835681,3008.43801585426,2874.39403029879,1949.83472068125,4530.2382780016,2230.09180113509,2150.49635057549,1794.30964676632,1583.84578447826,1819.67284086382,2019.297172225,3355.19284189027,3233.53532698619,1826.00774355129,1975.59722511491,2182.81791893793,0,2469.47284540252,1988.33509963454,2072.46346181347,2074.56571474287,1994.93648780837,2056.38228285537,2318.59277114974,2583.20349603361,3460.62193518055,2490.83726353224,2397.75266770573,2301.54783929654,4855.62484080937,3189.11151975115,2230.67445741525,2832.1401390968,1877.93919379744,1764.09558151338,1538.67089125467,1648.59991241122,1422.82156929187,906.287774961726,1577.35612474616,1882.16531755158,4309.89027984332,2849.789886177,2942.13179496992,3646.79853552062,1414.24648425622,1664.08536587837,2181.54772582969,2615.02940529015,3349.66569854443,3486.0983146818,3475.00771192293,3340.0264499467,3591.98664246888,3312.59711337192,2462.74434781709,2734.28656929249,2377.36296544276,1778.932011897,1999.58981518462,1709.54939190618,1545.58441596895,2196.46292043608,2358.3648848492,2627.59809070024,2074.60159938746,2947.79469997146,1566.89141788416,2102.60673389746,1860.45453258795,1674.7180842584,2743.98073823999,1462.70926429751,2817.97274496155,1890.14119150505,2582.14148592486,3016.87934058146,1634.05202752248,1798.50934313646,1415.42046660886,2416.75317966542,3742.80049876443,2079.48743784414,2387.10700475588,1909.41350626043,2269.11000284147
"US-Me2",4483.16820085625,1866.30011303408,2492.31794756867,1606.09461138827,2159.36353987728,2064.58184490535,1907.13624094072,2400.02072821945,2416.74125602199,2417.12669632395,2951.32971773709,2712.72364137494,3371.7363765497,2020.57959024729,1875.76774238848,2175.61034136827,1519.02870080814,1511.33252148381,1742.16335311008,5080.06513722194,3186.62310581138,3623.64897446419,3689.12871905971,2153.33421661485,2448.00399462237,2425.91283306335,3314.16472529308,2112.38195097088,2769.75579557821,3143.7082266337,2567.76037028756,2766.6216306812,2650.49472925191,2878.6462844618,2476.22469572507,2448.24366798069,2831.50511026649,2765.12016157493,3513.36283663014,5021.74649197112,1970.65322392325,2117.34645509479,2060.73642306818,2086.20215115226,3184.31255151125,2335.51245473137,3288.31560288618,2069.47781686568,2606.68112919865,6038.00547764193,4945.55686433224,1799.7962856269,2323.79138187396,2499.03261824869,2256.64954577656,1954.5427307602,2007.66886329173,3319.8425309823,1774.88180890744,2987.89848360616,1551.42140344286,2693.28122443574,2790.90183864514,2707.24725520163,3592.89190028282,3305.07149533436,2308.20159089317,2634.27903004414,2407.19948081705,2469.47284540252,0,1727.56998034844,1349.38938445571,1614.65501604356,2755.20690774428,2849.33004399323,2196.70449761609,1945.15547832517,2173.90471148538,3032.44862170484,2629.76881802408,2912.85696297548,4250.67667436553,2892.22062875116,2022.42565081806,3748.52491526692,1661.10391486669,1730.45605826733,2740.523558094,2639.60982012419,2838.89923640528,2542.09728583058,2973.83403040988,1995.38105027543,4513.71251176011,2871.28076839348,2501.8459050652,3003.25977570084,1909.98711225334,2660.86915247089,1951.98445218964,2793.45183049619,3029.39603218701,3257.18669425963,3192.14355576116,3661.43094086669,3640.8056468126,3358.85431347931,1935.57200649114,2281.05061846619,2692.87598646911,2676.28538043847,2934.40796534862,2415.84661682793,2546.28665179082,1832.01225882849,1795.2737604185,2938.51958266513,2150.14189213792,2364.97216580122,2355.70349443999,2461.85903626048,2087.33037138842,2216.39463606612,2609.70438814507,2090.36552229853,3350.71586599961,2439.80981292719,2692.52172144024,3402.0451896386,2268.44394174154,2117.43446882561,2092.19216590037,2184.78650068908,3943.4305898852,2015.11025322692,2283.00321855021,1808.85760468247,1872.86703536891
"US-Me3",4650.47865908554,1550.40422228876,1721.2598965628,2013.30643220801,1581.03204519872,1450.95962172456,2340.50713063429,2516.4794007158,2312.01606721178,2133.80575972052,2464.01898129367,2013.9037057551,2893.70494298887,2051.41922752955,1345.52246918666,2164.73428779081,1833.65216451899,1982.98607427323,2060.59059238573,5249.85615284815,2219.23950709931,2857.55981054977,2556.01511122656,1790.56070404212,1619.46212459615,2182.07861692449,2226.33034551905,2263.34461450833,2433.65046758124,2818.48428286505,2333.57940321196,1949.54224471351,2211.7455584715,2147.20712941646,2298.00198062538,1868.22703820625,2221.09650798949,2168.90760871286,2257.67748046629,3904.84120644223,1553.20715642767,1584.32410138199,1693.1127900612,1577.98260914849,1899.55328249849,2941.63514433413,3074.12381439477,1290.37343120736,2050.88408286998,5589.26899490469,4577.25742062333,2129.9618666993,1354.5884484696,2219.98492738065,2672.26497245207,2302.60584123474,1625.2082673237,4080.90690372874,2262.48583326011,1530.51859027282,1662.84425592081,2244.13486968979,2391.21852927199,2762.21690874952,2479.35786475233,2298.16021614076,2323.2195741342,2480.16749564811,2817.10064562143,1988.33509963454,1727.56998034844,0,755.830839591884,630.00106019015,2395.63189121596,2456.71523729748,2688.10762831111,2374.22179221938,2722.57974368099,3028.10555690397,3010.35476109989,2817.57441855156,5186.06930939876,2838.31247222126,2517.9995217007,3195.65821661192,1299.61612837392,1586.20330091075,2197.41435635342,2089.68283221044,2171.56761195866,1916.153415261,2219.44205575959,1392.64839231947,3519.56394332223,1908.54521174082,1886.91136722574,2439.62916550446,1727.93426126807,2191.0253081593,2060.4326394342,2833.47271046134,2281.91934296171,2530.87501700067,2398.86633609188,2699.78963227954,2933.1935639392,2761.93670158252,2649.740202564,1914.54043899189,2664.02899803811,2163.65019957586,2462.61373389865,2444.10321709139,2246.30442588726,2050.12266330636,2098.97516754719,1970.12484030354,2327.61589855192,3077.2852959402,1414.78715687728,2503.56041814317,1785.86324676533,2071.16754494692,3172.90189751481,2057.82229929962,3012.37774642493,2613.06704144063,2967.5860041075,2272.22621316146,1973.57706529814,2354.57725159332,1437.55458827933,2913.47519927823,2876.8106596056,2444.1647904062,2619.30320003612,2124.99804186568,2487.57361959585
"US-Me5",4663.38002604351,1584.3601938906,1975.25776660165,1756.95500032011,1608.21978289967,1321.77851808823,2053.37845968735,2275.69026315949,2100.99764557065,1970.84068581602,2370.07368031927,1994.0895106591,2938.22109590015,1874.95967298491,1286.10110760323,1976.80528622765,1536.41152440827,1660.81416847704,1787.37023059287,5203.03689228985,2405.19578748712,2962.13269542143,2815.00864862324,1794.67031323189,1694.69702108016,2251.60231805648,2414.03028865051,2105.68576680496,2630.18462390863,2946.68389620134,2300.87797005253,1924.08814251953,2032.67012264061,2095.73158910556,2253.57237665912,1841.16994635712,2290.70119046311,2255.64327726176,2511.09468985259,4172.1969945284,1612.41972376411,1663.11844510631,1773.10025363149,1716.73481388473,2227.20304146766,2580.83268101443,3059.3670663064,1380.30245348828,2208.01041041768,5732.82536361189,4659.32546467861,1918.05807977284,1528.99429281249,2128.89623864662,2437.38460850306,2158.05752677839,1558.68325488207,3688.29836702312,1918.1520641389,1933.82035288511,1431.95316657444,2361.85470802264,2459.86645001778,2665.54127271181,2711.12138216323,2496.93795263486,2254.41280644915,2539.32194567454,2636.7848164234,2072.46346181347,1349.38938445571,755.830839591884,0,892.177519396636,2458.32580416956,2536.02418737054,2489.70055969811,2241.81824520105,2364.42104030876,3112.49812732604,2923.1663176007,2912.37149948253,4951.24404894047,2584.84405135639,2245.78303876752,3314.55142708731,1306.1484255902,1408.09651331429,2335.67071113334,2145.87257042527,2303.7577061505,2070.50144616998,2230.02049170554,1472.77669838835,3706.3286283206,2083.74648696652,1941.48562415725,2522.98551034793,1626.29248087192,2187.33842825523,1884.47286293334,2873.4656050068,2331.1623829513,2568.19883351842,2467.64432297487,2849.6970997406,2937.17737256124,2742.91704560072,2345.78949304356,1989.41980593346,2785.54900148515,2337.94891162511,2639.1294038227,2378.90746394899,2238.86646719058,1781.75856835083,1793.47484055436,2294.5053533488,2189.35583698317,2813.03137595613,1553.14298646881,2401.92102279526,1919.43187666777,2108.58288408579,3012.53848503777,1925.78993190129,3137.29623364927,2511.06786649687,2862.34658814083,2513.2301320836,1988.82218075115,2197.75328909945,1445.94301965084,2665.28205323995,3069.88073758004,2229.26369924065,2426.42809178807,1903.09340894632,2219.25153649551
"US-Me6",4734.93734146966,1711.44426302745,1956.12039748584,1962.65223311167,1850.73182331967,1488.29757267466,2242.37779708145,2552.70820344145,2324.49776593066,2135.0793957886,2562.72233972794,2122.58230616008,3193.3792063651,2073.29132270718,1405.31956259731,2140.34020129414,1700.63473478833,1814.7694337486,2027.21624372055,5247.35154567843,2177.42744393431,2792.99429170242,2589.65029954098,1985.57635730441,1660.81084839074,2351.59794373836,2258.4757096215,2297.35613001832,2493.82258017493,2834.11698074136,2551.59112349303,2055.08576149171,2342.07184836462,2355.10330089765,2517.15225845442,1995.89652806967,2360.80996167605,2328.70128501249,2403.66108365697,4118.18092972373,1700.16382531108,1703.32974149009,1878.5725135133,1795.06880328558,1993.23329205727,2849.56581562676,3314.23657960917,1461.33841928889,2205.97273117536,5814.74119565066,4771.41621250563,2119.25755346364,1540.28474388354,2185.65034591092,2610.27794840997,2302.00510553452,1782.24721494068,4072.90451751872,2322.86965588404,1682.22419040649,1549.526796343,2436.3418692251,2600.55502519147,2882.73960200628,2476.50636316754,2330.30068178041,2403.54305418103,2574.94981879404,2842.7646419121,2074.56571474287,1614.65501604356,630.00106019015,892.177519396636,0,2647.70089989449,2680.96437097446,2677.36695828955,2389.27696840172,2533.83154211879,3094.57799472537,3021.8072811476,2868.07248023831,5141.9108282934,2894.31770119045,2524.91042444993,3112.96768180345,1470.1693012732,1679.30642124053,2451.00997931904,2260.32856162883,2330.60101539285,2059.26566861096,2438.9772980791,1611.8137680801,3489.9972711196,1981.6517076351,2008.9883536168,2376.3369269432,1805.25351968079,2351.25282538864,1855.58776561181,2853.67505625242,2199.80459823502,2471.82033667789,2338.93319953675,2743.61394560676,2880.50718728346,2715.53968620738,2711.81681700075,1962.39761679361,2718.73039560617,2414.76279628547,2676.58326689241,2521.47759931455,2336.15216680336,1925.38836628801,1969.08105472968,2118.10422226637,2391.36135155368,3157.67343632325,1555.07806138901,2582.03308916033,2001.05971385093,2096.29467491466,3106.32802392141,2246.85745059795,3078.23985021029,2625.32955420337,2954.81437029635,2308.15411478304,2101.2167525268,2405.706588506,1625.10456688279,2870.21759249023,2842.5481199944,2520.36992296679,2625.83675472903,2190.09528676875,2545.67111413197
"US-Mo1",3058.84980121321,2323.42355145467,2257.86906381496,2831.88699517488,1648.82006528124,2750.36243156671,3173.88389338672,2774.29919029015,3300.55080353401,3217.51963147069,2805.4791083422,3032.46166768121,2113.56661035464,3003.79728049775,2097.60346473433,2605.15007921541,2789.44011646891,2954.93447137904,2765.4367937081,4252.14212205683,3337.37010366949,3995.20817847165,3470.1922498802,1967.84201892474,2418.50812232358,1357.88296146618,3004.95431549385,1806.56522831319,2310.32709281933,2537.04363549387,1546.97551318086,3177.18261545332,2942.00256497214,2922.11005743966,1138.15681367896,1861.10415198807,1525.30688337944,1339.85017251683,2886.04647025804,3713.89198407442,2186.86555388261,2277.29172646009,1973.73683589437,2085.4506085993,2762.06935751515,3947.34879379813,1519.18839522598,2079.88797975011,2882.69891124167,4012.16433154112,3187.06419289864,2497.49307383815,2203.17319688369,2606.7802968695,2813.91093286806,2485.42762308448,2012.1174367639,4747.86920418552,2749.13743657801,2642.97017668864,2626.21675796215,1136.95451862984,1127.14544083379,1412.98520609722,3548.71063992203,3443.1360537126,1045.82747955229,1189.36317311974,1500.35114567612,1994.93648780837,2755.20690774428,2395.63189121596,2458.32580416956,2647.70089989449,0,604.24174548405,1419.64451234889,2231.22622400103,3643.53486027531,2117.58012976705,1875.74092341699,1502.7852672759,3750.81032735229,3954.13058192353,2543.65098354775,2799.23603257232,2108.004808658,2553.2663775349,1377.36137525555,1513.39657611556,1534.68394626751,1737.52135937314,2604.60386609543,2117.55658798739,4508.41132115746,2857.62757105046,2724.47065952136,3842.58397199173,1910.81317566534,1758.19673674408,2579.10954024905,1877.47933186805,3430.40361540633,3532.77098525038,3533.84748782045,3553.41148907813,3705.51772150791,3367.47658738357,2738.04627681652,2404.56561072866,2372.77203713611,1202.69685038381,1147.35698839939,1405.12362066741,1454.88868612258,2924.52079728631,3095.76504115104,2689.13665554396,1785.13125698703,2521.70811619993,2320.65594437097,1352.03604306665,1585.60882536252,1410.91046377705,2049.70236310913,1916.17843811026,1962.68205086168,1906.69611784242,2252.59586606871,3207.63001185075,1298.07869934129,1509.98840607046,2013.72509967235,1844.98247744126,3923.67251289928,2002.00042217259,2314.18584574497,2407.89518379378,2471.35634573831
"US-Mo3",3279.28517972462,2366.15849145051,2145.7819864628,2771.23026777947,1659.64567342752,2781.14389812835,3241.6660953979,2826.67341357927,3321.28691721295,3231.67377139933,2790.98685575185,3023.72288604545,2149.3491687769,3031.58337013326,2178.97391165616,2629.09376949319,2831.38100887407,2974.51280195288,2708.86330165531,4355.71900146148,3471.81028807097,4080.07023661669,3505.00436801907,2058.80211992711,2495.28385610413,1613.03516426314,3056.3217638367,1710.51857885637,2402.01515852828,2435.81795694588,1593.45814275288,3212.74167671696,2951.76360713395,2920.02304277976,959.627273013233,1657.7714606339,1231.31810423069,1161.63783872257,2807.01061398898,3631.50429261251,2085.29766771643,2168.98811718498,1982.74693505719,1945.88027089682,2788.33071104278,4019.1424147516,1573.63204667467,2119.47646601817,3031.40667364469,4168.34640114935,3409.61332490195,2660.53383785046,2182.73007773789,2827.25764760642,3062.60390086295,2711.99304473276,2041.92652731896,4753.12303200942,2730.13170923224,2629.5046401294,2659.63912816298,1154.83386837283,930.462600618096,1436.00988635459,3630.1854604678,3552.86243649276,1134.33361138767,1366.70648103786,1482.92230317695,2056.38228285537,2849.33004399323,2456.71523729748,2536.02418737054,2680.96437097446,604.24174548405,0,1477.09589841665,2314.47419857904,3849.15240892633,2279.27323579348,2052.97752074686,1619.617424834,3985.56228605331,3960.93964313663,2370.94475540817,2996.89437301123,2217.4486609287,2486.95011503248,1146.01319143556,1304.05052526702,1308.58183813024,1625.29300598606,2567.50212323879,2215.70060315575,4527.80540178694,2896.74269076184,2844.85613924396,3904.9399629341,2029.9728077008,1547.47580525863,2585.7015432805,2068.27860012636,3530.07954857371,3599.86126151464,3614.47277508296,3584.90783380366,3760.97720965098,3475.44422835542,2696.54979084827,2593.23712017494,2490.50101634037,1054.8601133516,1050.56079914292,1299.96909201166,1304.37454547517,2843.57634735809,3028.89452172649,2812.99997034074,1783.53910957469,2402.22211590802,2354.62600216004,1433.77943642248,1666.97025457373,1490.56999021485,2156.64777112028,1906.927017776,2129.57949350533,1884.86683826616,2407.48361703326,3240.46142518889,1396.65014716628,1482.30543910899,1997.12853847509,1829.44445998458,3980.94549720722,1869.08004109492,2487.13783017958,2337.24008370882,2375.60972424889
"US-MOz",3030.63413138714,2595.18405072121,2777.35960866625,2185.99377656855,1970.8748664833,2767.6140764922,2750.36884170685,2462.24093475819,3079.57038095698,3084.59286128617,2806.60260530579,3219.10780186399,2588.4421378239,2690.57877772075,2286.85754204761,2462.84048408053,2201.10234940308,2294.69180968264,2133.11652569182,4027.93078372691,3574.62272253252,3898.17822508402,3787.70277756842,2040.95572494658,2566.19886629172,1729.88424409599,3177.8864696374,1475.15191543068,2570.11124464007,2713.98394146548,1828.31090741699,3465.0213613838,3133.43975380474,3312.37157071907,1497.59218849352,2182.49774718901,2046.95308391713,1966.96794146289,3569.90337407338,4449.30680393526,2290.10981090724,2476.12357250189,2196.79120368428,2338.36794230337,3158.81235937679,3357.19747030844,2133.92869792101,2350.53974272048,3229.41444251048,4515.23242770958,3518.44257190037,2104.3990559581,2575.95215488658,2403.19574105736,2322.55930196739,2109.11388923012,2228.36112511905,4207.27692577022,2335.70446516284,3275.72484097101,2180.63649340771,1729.00036811896,1760.53769642425,1383.53423410224,3697.20987734147,3449.6614640702,988.600181238191,1364.13041652544,1073.86306937649,2318.59277114974,2196.70449761609,2688.10762831111,2489.70055969811,2677.36695828955,1419.64451234889,1477.09589841665,0,2230.86160345288,3135.57719368545,2114.71590887726,1635.78956557926,1594.94849940696,3087.47431203598,3832.04368973379,1832.14801202383,3084.84142219215,2397.86085986035,2480.59957729966,1989.89873437533,1977.14933592751,2221.40460092892,2202.37977948239,3150.6973869088,2576.31024946528,4710.28343074326,3272.45053583446,2894.55348060272,3556.93567968343,1828.45300485836,2130.29051532861,1866.40120451798,2098.98611078522,3400.05118364219,3525.81878096921,3524.15329500293,3693.42935617271,3659.06921076662,3351.9908720542,2231.65876013939,2511.08274369495,2484.8956517778,1935.87877014106,1861.95917749818,1387.88078789678,1740.8821692577,2301.71743149081,2464.10658384449,3351.66223658074,1362.5592510401,2016.70391412675,2778.08136854401,1183.11085003973,2016.73596672206,1504.30274673716,1276.4895531131,2024.37258903535,2263.30719132592,1730.62884802878,1832.22112447672,3393.08406324685,1532.84567115883,1169.49328918457,2315.62106728718,1044.37784130404,4035.89917371545,1489.77372675695,1899.14015412379,1873.39453687495,1924.36659398651
"US-MRf",3529.35615477202,1671.09299421037,2271.45866905141,2397.80725700111,2131.81447243272,2491.28355025475,2650.34360340407,2716.77910268498,2810.98186919511,2750.9684348674,2940.89156820038,2902.21132147541,2743.75040721675,2523.50784125646,2165.07722477372,2437.05449450962,2260.55053783242,2423.56452318542,2468.88789819755,4542.96415506449,3673.06388400636,4400.41219995364,4372.77328111053,2666.40923161546,3150.57178023772,2281.14744411552,3869.12889391277,1756.4364599717,2563.14863951971,3080.87671060232,2308.84731050462,3183.60908320501,3018.398710212,3164.46035786463,2014.74880428339,2604.7033574593,2451.04786849783,2381.11696058105,3360.0487105403,4572.07826250958,2621.62293103593,2762.28306233126,2457.55236131259,2655.84645115114,3789.1110229776,3616.63111123664,2791.08307206191,2712.94534031651,3435.76372525573,5622.29319338232,4575.85309554134,2638.56930772939,2606.18845600803,3017.57393865525,2835.61031870272,2666.69963538722,2518.92289727449,4250.53280657003,2297.71604526745,3486.20121680231,2199.90423047226,2081.80566548552,2183.6335172443,2247.74033955011,4299.9542997764,4031.97601000094,2181.67307296955,2438.45611911772,2322.77822359691,2583.20349603361,1945.15547832517,2374.22179221938,2241.81824520105,2389.27696840172,2231.22622400103,2314.47419857904,2230.86160345288,0,3383.40448581847,2286.26873655405,2041.01697825158,2226.62619413597,4264.95486565351,3813.10737072908,2599.26121885009,3354.76960811236,2546.6343468315,2526.20480953791,2189.87020155686,2237.56776064182,2383.25580197339,2444.97948157183,2925.01573288504,2736.27177029924,5252.26344073236,3268.21326339234,2857.05412592372,4092.76118657706,2392.25978674207,2429.49581320789,2665.0606350434,2477.14726352443,3772.29072840435,4030.44905699614,3962.2984891782,4352.18349366478,4398.30694877552,4009.05585303288,2386.28917912733,2708.21988342899,2596.61837789762,2040.89178649689,2152.66907221522,2179.2994470643,2415.51843437818,2613.94449675202,2631.77915659007,3369.62906271227,2249.2551762001,2449.75740036719,2796.98246236801,2334.39913090353,1428.84338666865,2138.93004325089,2627.34748100549,2289.06593307064,2929.00620279385,2225.59802128567,2680.51030123923,4096.98722183653,2326.77959865201,2305.34374861511,2573.76042631818,2155.38104533347,4631.76466380382,2041.65123781361,2674.02604708059,2248.1647738796,2298.56870099081
"US-MtB",4975.32264185029,3108.16888922646,3902.91286378716,2422.85000696435,3432.85270513193,2700.43816680815,2447.00200236903,3295.88925154785,3137.51674950826,3208.86285552906,3724.92187536362,3421.29949004103,4621.42046323292,2826.25007425073,2614.99645628558,2770.60739509117,2108.05891107068,1999.03469497435,2311.05269493669,5177.4934712016,2884.06937953931,3119.11329573748,3575.30969470856,2864.36886506256,2657.74380391944,3258.40711716962,2962.53345192645,3480.96624086493,3650.86233829947,4016.38566734204,3753.98384175504,3198.12709036598,3394.96116966658,3609.52240754225,3599.60803476482,3103.76154834988,3741.24428163996,3708.74416571534,4221.12763373604,5946.29338612006,3035.17472018319,3032.8564190351,3291.39904462879,3295.10104256933,3392.25787564927,2373.52643532489,4358.41996241679,2908.70039753403,2902.28620255071,6406.53479037784,5307.0826470731,1991.95414160205,3297.7525146117,2618.01690254754,2608.01097736373,2185.42640820316,2592.35693888008,3643.52580759466,2657.66128890727,3340.89480928511,2377.0606811422,3747.25905423754,3971.68864551707,3996.4642249407,3203.10500566922,2793.94561044468,3302.3777194975,3701.5331628195,3349.02954332506,3460.62193518055,2173.90471148538,2722.57974368099,2364.42104030876,2533.83154211879,3643.53486027531,3849.15240892633,3135.57719368545,3383.40448581847,0,3862.13168761175,3433.40226664244,3755.38283279892,4939.52401369629,2895.50909537102,2751.09050526597,3660.84900534253,2730.50243158886,2763.30272328979,3947.94287332891,3745.17307357016,3832.62875139084,3625.90399908358,3814.20656706447,2833.5128545563,4247.90676395655,2822.52288978396,2763.30788903541,2578.61442851586,2708.58206060079,3589.67955879208,2258.2797973799,3634.65699806988,2592.42852739307,2817.8262277985,2659.20139893875,3191.32354031631,2920.78969855335,2840.68208347496,2866.14093197616,2976.72241995889,3576.23926164137,3810.9320320263,4164.42159794411,3409.70333460642,3377.99964471729,2349.93359710202,2240.54219348719,3478.06460162958,2944.18776352533,3311.76490462646,3210.5361573316,3492.64003369507,3368.92925958948,3135.52779790536,3227.95535829685,3283.40675858596,3741.67312762534,3228.67204950928,3152.12877855045,3233.77594991222,3175.2996652934,2982.07014600203,3049.44468186185,3044.46933703849,3428.77957602242,3263.01287744752,2588.75524934783,2819.76855819245,2933.45674703706
