SITE_ID,IGBP,GRP_LOCATION.LOCATION_LAT,GRP_LOCATION.LOCATION_LONG,GRP_LOCATION.LOCATION_ELEV,GRP_CLIM_AVG.MAT,GRP_CLIM_AVG.MAP,GRP_CLIM_AVG.CLIMATE_KOEPPEN,UTC_OFFSET,data_year_length,SC_source,NEE_source,FC,FC_F,SC,SC_F,NEE,NEE_F,LE,LE_F,H,H_F,USTAR,USTAR_F,NETRAD,NETRAD_F,TA,TA_F,VPD,VPD_F,WS,WS_F,SWC,SWC_F,SW_IN,SW_IN_F
AR-TF1,WET,-54.9733,-66.7335,40,-9999,-9999,-9999,-3,2,negligible,FC+SC,0.798299956778562,1,1,1,0.798299956778562,1,0.879868414733708,1,0.879844402823801,1,0.893315084281804,1,0,0,0.951688037266484,1,0.951688037266484,1,0.893315084281804,1,0,0,0.951688037266484,1
AR-TF2,WET,-54.8269,-68.4549,60,5.5,530,-9999,-3,2,negligible,FC+SC,0.502126812765852,1,1,1,0.502126812765852,1,0.575383696922962,1,0.575508071938509,1,0.596452824556603,1,0,0,0.887341110917639,1,0.887341110917639,1,0.596452824556603,1,0,0,0.593069824133728,1
BR-Npw,WSA,-16.498,-56.412,120,24.9,1486,Aw,-4,4,CO2,FC+SC,0.329471627245965,1,0.626941427266267,1,0.329471627245965,1,0.612425134504111,1,0.639148309816262,1,0.641394274692925,1,0.668802659628464,1,0.675794335600447,1,0.675794335600447,1,0.641394274692925,1,0,0,0.584407674347782,1
BR-Sa1,EBF,-2.8567,-54.9589,88,26.13,2074.79,Am,-4,10,-9999,NEE,0.296572654253377,1,0.598507667031763,1,0.584268893756846,1,0.744181270536692,1,0.744181270536692,1,0.61243838992333,1,0.528694322745528,1,0.740108159912377,1,0.999942953632713,1,0.721705001825484,1,0,0,0.770376962395035,1
BR-Sa3,EBF,-3.018,-54.9714,100,26.12,2043.77,Am,-4,5,-9999,NEE,0.312853493887977,1,0.641044061302682,1,0.565818281335523,1,0.534596788907134,1,0.548405856595512,1,0.652561120233534,1,0.572967980295567,1,0.688708721036307,1,0.476338715562854,1,0.654818919905127,1,0.712666484218208,1,0.664568509396096,1
CA-ARB,WET,52.695,-83.9452,90,-1.3,700,Dfb,-5,5,negligible,FC+SC,0.383778538812785,1,1,1,0.383778538812785,1,0.722990867579909,1,0.799474885844749,1,0.885582191780822,1,0,0,0.936563926940639,1,0.936563926940639,1,0.934668949771689,1,0.936586757990868,1,0.936426940639269,1
CA-ARF,WET,52.7008,-83.955,88,-1.3,700,Dfb,-5,5,negligible,FC+SC,0.478527397260274,1,1,1,0.478527397260274,1,0.651107305936073,1,0.690856164383562,1,0.824109589041096,1,0,0,0.935719178082192,1,0.935719178082192,1,0.932203196347032,1,0.880114155251142,1,0.934920091324201,1
CA-Ca1,ENF,49.8673,-125.3336,300,9.93,1369,Cfb,-8,15,-9999,NEE,0.287497718422974,1,0.581767917984911,1,0.555655268921879,1,0.840631844731078,1,0.86462642978827,1,0.863808864687272,1,0.7490683560477,1,0.700402318082259,1,0.700151344609394,1,0.876939340472134,1,0.842814553419323,1,0.862816378680944,1
CA-Ca2,ENF,49.8705,-125.2909,300,9.86,1474,Cfb,-8,12,-9999,NEE,0.444345147550958,1,0.180816473988439,1,0.415305559780955,1,0.779472163066626,1,0.813146486157591,1,0.816664131426833,1,0.840607887131123,1,0.554133708548829,1,0.527352068755704,1,0.860297193489504,1,0.863087541831457,1,0,0
CA-Ca3,ENF,49.5346,-124.9004,-9999,9.94,1676,Cfb,-8,17,-9999,NEE,0.503492351046699,1,0.479834272678476,1,0.668662775093935,1,0.774386070853462,1,0.822856280193237,1,0.843914385399893,1,0,0,0.366841116478798,1,0.335929951690821,1,0,0,0.823752012882448,1,0,0
CA-Cbo,DBF,44.3167,-79.9333,120,6.66,876.34,Dfb,-5,25,-9999,NEE,0.387993465334788,1,0.696706200174319,1,0.684289423607847,1,0.705912685555743,1,0.742197874408481,1,0.753722523147409,1,0.533118249147801,1,0.701246697301713,1,0.693683004850802,1,0.324807542244877,1,0.536595494184057,1,0.326498249969198,1
CA-CF2,WET,58.6658,-93.83,16.5,-6.5,452,Dfc,-6,4,negligible,FC+SC,0.0830196212639744,0.46875,1,1,0.0830196212639744,0.46875,0.13938797627196,0.503472222222222,0.139273899155829,0.503472222222222,0.249443874058864,0.541666666666667,0.107546201232033,0.416666666666667,0.343956764772987,0.458333333333333,0.343543235227013,0.458333333333333,0.382857061373488,0.541666666666667,0,0,0.245351357517682,0.458333333333333
CA-DBB,WET,49.1293,-122.9849,4,10,1128,Csb,-8,4,negligible,FC+SC,0.4500372901664,1,1,1,0.4500372901664,1,0.488611216393002,1,0.612671320805468,1,0.683106943306721,1,0.562873665806751,1,0.572165641696519,1,0.518736780330354,1,0.762883446834004,1,0,0,0.568192099375237,1
CA-ER1,CRO,43.6405,-80.4123,370,6.7,946,Dfb,-5,6,negligible,FC+SC,0.418453467153285,1,1,1,0.418453467153285,1,0.562442974452555,1,0.662152144160584,1,0.750513229927007,1,0,0,0.565988062652068,1,0.552064324817518,1,0.750513229927007,1,0,0,0.856295620437956,1
CA-Gro,MF,48.2167,-82.1556,340,1.3,831,Dfb,-5,12,-9999,NEE,0.353601034299186,1,0.568199102593353,1,0.727788234846756,1,0.794105065023956,1,0.807570917940528,1,0.822182295231577,1,0.893903528785459,1,0.858097573959997,1,0.84595311430527,1,0.880432922655715,1,0.110531219104114,0.25,0.894098410525515,1
CA-Let,GRA,49.7093,-112.9402,960,5.36,398.4,Dfb,-7,10,-9999,NEE,0,0,0,0,0.872109850719685,1,0.872655319433158,1,0.883592523739021,1,0.877570103861696,1,0.930653115294275,1,0.314535071411873,1,0.562756732085806,1,0.880965368302702,1,0.602358873885407,1,0.121823201344747,1
CA-LP1,ENF,55.1119,-122.8414,751,2,570,Csa,-8,10,-9999,NEE,0.418440323022174,1,0.519150926179396,1,0.998916415731362,1,0.43408956109134,1,0.678734373574231,1,0.952812756638379,1,0.995294963044073,1,0.974501551236427,1,0.963648599324756,1,0.842885984122639,1,0.999635003193722,1,0.848263983940141,1
CA-MA1,CRO,50.1645,-97.8762,261,2.6,514,Dfb,-6,3,negligible,FC+SC,0.28820395738204,0.809027777777778,1,1,0.28820395738204,0.809027777777778,0.401179604261796,1,0.408694824961948,1,0.451940639269406,1,0,0,0.858428462709285,1,0.858371385083714,1,0.520148401826484,1,0.839307458143075,1,0.75144596651446,1
CA-MA2,GRA,50.171,-97.8762,261,2.6,514,Dfb,-6,3,negligible,FC+SC,0.255079908675799,0.753472222222222,1,1,0.255079908675799,0.753472222222222,0.341818873668189,0.753472222222222,0.351655251141552,0.753472222222222,0.439345509893455,0.753472222222222,0.772222222222222,1,0.77574200913242,1,0.772260273972603,1,0.64119101978691,1,0.737557077625571,1,0.772241248097412,1
CA-MA3,GRA,50.1774,-97.8686,261,2.6,514,Dfb,-6,3,negligible,FC+SC,0.277416286149163,0.75,1,1,0.277416286149163,0.75,0.373211567732116,0.75,0.386967275494673,0.75,0.474562404870624,1,0.624372146118721,1,0.845015220700152,1,0,0,0.560007610350076,1,0.803805175038052,1,0.80439497716895,1
CA-Man,ENF,55.8796,-98.4808,259,-3.2,520,Dfc,-6,15,-9999,NEE,0.368284966843098,1,0.586930400924743,1,0.397871418141997,1,0.656282320374764,1,0.721071363387479,1,0.715725193161769,1,0.832664111455862,1,0.844786153190972,1,0,0,0.742284936423922,1,0,0,0.858604064001947,1
CA-MR3,GRA,50.8671,-111.9045,712,-9999,325,Dwd,-7,4,SC,FC+SC,0.258749055411717,0.557291666666667,0.280552011198791,0.583333333333333,0.258749055411717,0.557291666666667,0.29562825960383,0.583333333333333,0.264608599779493,0.583333333333333,0.389764998823136,0.583333333333333,0,0,0.389764998823136,0.583333333333333,0.372880096131214,0.583333333333333,0.389764998823136,0.583333333333333,0,0,0.412732430657929,0.541666666666667
CA-MR5,GRA,50.9056,-111.8823,700,-9999,325,Dwd,-7,4,SC,FC+SC,0.262212014301613,0.583333333333333,0.359647668884522,0.583333333333333,0.262212014301613,0.583333333333333,0.328866052612886,0.583333333333333,0.310681220846258,0.583333333333333,0.438057916794923,0.625,0,0,0.438057916794923,0.625,0.40966779532593,0.592013888888889,0.438057916794923,0.625,0,0,0.505552530012076,0.625
CA-Na1,ENF,46.4722,-67.1,341,7.09,1102.7,Dfb,-4,3,CO2,FC+SC,0.253065181439732,1,0.503526146710514,1,0.253065181439732,1,0.612580074894976,1,0.635542798486893,1,0.666755374760013,1,0.667059516794343,1,0.803866405611421,1,0.803828387857129,1,0.648107666280153,1,0.77791928830764,1,0.667078525671489,1
CA-NS1,ENF,55.8792,-98.4839,260,-2.89,500.29,Dfc,-6,5,CO2,FC+SC,0.404880887185104,1,0.605570007301935,1,0.404880887185104,1,0.621691310697335,1,0.683906078860898,1,0.714597024461482,1,0.625479189485214,1,0.703803851770719,1,0.695121394669587,1,0.731836436655714,1,0.147795728368018,1,0.715076213946696,1
CA-NS2,ENF,55.9058,-98.5247,260,-2.88,499.82,Dfc,-6,5,CO2,FC+SC,0.362050474625776,1,0.546983388097846,1,0.362050474625776,1,0.53647544724352,1,0.570623402701716,1,0.681202081051479,1,0.734175337714494,1,0.70618838992333,1,0.705789065352318,1,0.680141018619934,1,0.110396129974443,1,0.636454910551296,1
CA-NS3,ENF,55.9117,-98.3822,260,-2.87,502.22,Dfc,-6,5,CO2,FC+SC,0.458515881708653,1,0.462280941949617,1,0.458515881708653,1,0.701978368017525,1,0.704111902154071,1,0.800212212486309,1,0.766406535231836,1,0.536772088353414,1,0.535745253742242,1,0.799858525009127,1,0.146586345381526,1,0.775180266520628,1
CA-NS4,ENF,55.9144,-98.3806,260,-2.87,502.22,Dfc,-6,5,CO2,FC+SC,0.274335980284775,1,0.322562979189485,0.791666666666667,0.274335980284775,0.791666666666667,0.372695326761592,1,0.401378240233662,1,0.498813435560424,1,0.58357292807594,1,0.529253377144943,1,0.501871120847024,1,0.497832238043081,1,0.13351131799927,1,0.403329225994889,1
CA-NS5,ENF,55.8631,-98.485,260,-2.86,500.34,Dfc,-6,5,CO2,FC+SC,0.358753194596568,1,0.590589631252282,1,0.358753194596568,1,0.600047918948521,1,0.757301935012778,1,0.754837531945966,1,0.796960569550931,1,0.770205823293173,1,0.750912741876597,1,0.757324753559693,1,0.0335546732384082,0.666666666666667,0.796743793355239,1
CA-NS6,OSH,55.9167,-98.9644,244,-3.08,495.37,Dfc,-6,5,negligible,FC+SC,0.321410642570281,1,1,1,0.321410642570281,1,0.66467004381161,1,0.660962029937934,1,0.767034045271997,1,0.794941128148959,1,0.794941128148959,1,0.781044633077766,1,0.766315261044177,1,0.148411829134721,1,0.766805859802848,1
CA-NS7,OSH,56.6358,-99.9483,297,-3.52,483.27,Dfc,-6,5,negligible,FC+SC,0.214973530485579,1,1,1,0.214973530485579,1,0.440660368747718,1,0.441356334428624,1,0.604714311792625,1,0.640528021175612,1,0.626277838627236,1,0.583550109529025,1,0.604052573932092,1,0.11891885724717,1,0.479303577948156,1
CA-Oas,DBF,53.6289,-106.1978,530,0.34,428.53,Dfc,-6,15,-9999,NEE,0.445964135791203,1,0.920875920180082,1,0.697907160674089,1,0.856767506235931,1,0.876661647502586,1,0.880821469854596,1,0.926727809210927,1,0.950622072154286,1,0.94759536411754,1,0.990136582101357,1,0.121205207762974,0.25,0.937336496927663,1
CA-Obs,ENF,53.9872,-105.1178,628.94,0.79,405.6,Dfc,-6,14,-9999,NEE,0.319088597692157,1,0.78759616011474,1,0.517642936306148,1,0.727398298454919,1,0.737360649325249,1,0.742123834669796,1,0.925728535106591,1,0.972468055283917,1,0.936379490188409,1,0.971575722015777,1,0.0809537779516266,0.25,0.938115261751092,1
CA-Ojp,ENF,53.9163,-104.692,579,0.12,430.5,Dfc,-6,15,-9999,NEE,0.388034617022571,1,0,0,0.457614680294458,1,0.667506996410537,1,0.689024761209466,1,0.703127851797773,1,0.867520685039849,1,0.872167214211839,1,0.872159609417777,1,0.91269696416621,1,0.108687716736631,0.25,0.869722272920849,1
CA-Qc2,MF,49.7598,-74.5711,-9999,-9999,-9999,-9999,-5,4,-9999,NEE,0.380986337317094,1,0.213825265980205,0.473958333333333,0.659702216264012,1,0.677144242562537,1,0.79056732935908,1,0.793747682478108,1,0.809406999629196,1,0.734305028665963,1,0.731481217376423,1,0.832724835277675,1,0,0,0.861676031832055,1
CA-Qcu,ENF,49.2671,-74.0365,392.3,0.13,949.78,Dfc,-5,10,-9999,NEE,0.37063024826579,1,0.06209497079226,0.541666666666667,0.670557228915663,1,0.670505887185104,1,0.61135450894487,1,0.856876369112815,1,0.588906763417306,1,0.903717141292443,1,0.83226656626506,1,0.838747033588901,1,0.587588992332968,1,0.577081051478642,1
CA-Qfo,ENF,49.6925,-74.3421,382,-0.36,962.32,Dfc,-5,8,-9999,NEE,0.418377823408624,1,0.702707905544148,1,0.840990759753593,1,0.7970282911248,1,0.771332420716404,1,0.870237280401551,1,0.92709759297285,1,0.904061145334246,1,0.904011236595939,1,0.922548767967146,1,0.906784736481862,1,0.865567248459959,1
CA-SCB,WET,61.3089,-121.2984,280,-2.8,388,Dfc,-7,3,negligible,FC+SC,0.372162098576638,1,1,1,0.372162098576638,1,0.495368191977414,1,0.499926479237737,1,0.499926479237737,1,0,0,0.769674155981649,1,0.499882366780379,1,0.499926479237737,1,0,0,0.773791318668392,1
CA-SCC,ENF,61.3079,-121.2992,285,-2.8,387.6,Dfc,-7,3,-9999,NEE,0.489765717490186,1,0.646348682160882,1,0.370661723471867,1,0.629494049473487,1,0.655757368060315,1,0.655772945354851,1,0,0,0.883263754751075,1,0.655772945354851,1,0.655772945354851,1,0.865910648638545,1,0.867483955386628,1
CA-SF1,ENF,54.485,-105.8176,536,0.4,470,Dfc,-6,4,-9999,NEE,0.25392207199498,0.458333333333333,0,0,0.289605796109305,0.458333333333333,0.650279536767642,1,0.711720577328998,1,0.708326202293342,1,0.835387072850705,1,0.819584688230932,1,0.819584688230932,1,0.835344286610759,1,0.835330024530778,1,0.835201665810942,1
CA-SF2,ENF,54.2539,-105.8775,520,0.4,470,Dfc,-6,6,-9999,NEE,0.22893605690593,0.458333333333333,0.41092281943018,1,0.253090646277911,0.458333333333333,0.557809349918217,1,0.591036174825973,1,0.607744684088402,1,0.657489824641485,1,0.69015557837879,1,0.622370573243562,1,0.80245539959679,1,0.802379322149949,1,0.519913271710601,1
CA-SF3,OSH,54.0916,-106.0053,540,0.4,470,Dfc,-6,6,-9999,NEE,0.233728936056906,0.640625,0,0,0.350450758872532,0.666666666666667,0.662587013579824,1,0.717039446156187,1,0.748811289893111,1,0.756827950853969,1,0.757255886492449,1,0.755686789151356,1,0.792261021720111,1,0.792327589486097,1,0.682576362737267,1
CA-SJ1,ENF,53.908,-104.656,580,0.13,430.23,Dfc,-6,11,-9999,FC+SC,0.083981498765893,1,0,0,0,0,0.11131852404953,1,0.119158733121772,1,0.0619490593823243,1,0.842817289942547,1,0.221942214755356,1,0.221677763258872,1,0.222932611536308,1,0.0957677389915583,0.25,0.851093066185469,1
CA-SJ2,ENF,53.945,-104.649,580,0.11,430.03,Dfc,-6,9,negligible,FC+SC,0.354371085925813,1,1,1,0.354371085925813,1,0.496444055678101,1,0.527724956263786,1,0.529715270910981,1,0.645400725133744,1,0.81524935980325,1,0.791150072259831,1,0.883851829314673,1,0.100941913237494,0.25,0.842289749245709,1
CA-SJ3,ENF,53.8758,-104.6453,-9999,0.13,433.33,Dfc,-6,9,-9999,NEE,0.127532263380746,1,0,0,0.268495981339216,1,0.274130980451814,1,0.275031059050227,1,0.276013539210466,1,0.658984305671763,1,0.713362997895591,1,0.67098957937172,1,0.583491797875307,1,0.0970753784133262,0.25,0.68566339595852,1
CA-TP1,ENF,42.6609,-80.5595,265,8,1036,Dfb,-5,16,-9999,NEE,0.324563655030801,1,0.630775154004107,1,0.599172227926078,1,0.626137206251426,1,0.643337896417979,1,0.660634839151266,1,0.94302917522245,1,0.951773899155829,1,0.950911190965092,1,0.949691991786448,1,0.952019877937486,1,0.920851870864705,1
CA-TP2,ENF,42.7744,-80.4588,212,8,1036,Dfb,-5,7,-9999,NEE,0.194498761569548,1,0.255792921392257,1,0.230396949550254,1,0.252460565767175,1,0.253413831312736,1,0.262082844479207,1,0.896085907965063,1,0.895808890627037,1,0.895743710076913,1,0.852325316125668,1,0.895645939251727,1,0.896069612827532,1
CA-TP3,ENF,42.7068,-80.3483,184,8,1036,Dfb,-5,16,-9999,NEE,0.419696840063883,1,0.6932252452658,1,0.656406856034679,1,0.673329483230664,1,0.67481605065024,1,0.698700946840064,1,0.969983458818161,1,0.957003621948437,1,0.956971537759525,1,0.971658966461328,1,0.97981191535478,1,0.984129021218344,1
CA-TP4,ENF,42.7102,-80.3574,184,8,1036,Dfb,-5,16,-9999,NEE,0.432837097878166,1,0.889947667122975,1,0.839293862651152,1,0.859813483915127,1,0.876319016655259,1,0.855079283595711,1,0.997529517453799,1,0.990809662331736,1,0.952212383070956,1,0.990093115446042,1,0.994231975815651,1,0.936694330367328,1
CA-TPD,DBF,42.6353,-80.5577,260,8,1036,Dfb,-5,6,-9999,NEE,0.41008021593674,1,0.956403968978102,1,0.905214035888078,1,0.931997034671533,1,0.934810295012166,1,0.940161192214112,1,0.982721259124088,1,0.95714530109489,1,0.95714530109489,1,0.949028664841849,1,0.982426627128954,1,0.981077022506083,1
CA-WP1,WET,54.9538,-112.467,540,1.1,461.07,Dfc,-7,7,-9999,NEE,0.462125780218706,1,0,0,0.802667818321083,1,0.809960724238523,1,0.810392594644807,1,0.810400743143039,1,0.879296295692704,1,0.879222959208618,1,0.879222959208618,1,0.879459265657339,1,0.108717263408354,0.625,0.879296295692704,1
CA-WP2,WET,55.5375,-112.3343,-9999,-9999,-9999,Dfc,-7,2,-9999,NEE,0.0986187734063544,0.541666666666667,0,0,0.180868199573149,0.541666666666667,0.189687109894093,0.541666666666667,0.189687109894093,0.541666666666667,0.189687109894093,0.541666666666667,0.853259775298997,1,0.853300044295897,1,0.788064269319051,1,0.840796520758668,1,0,0,0.817682116538477,1
CA-WP3,WET,54.47,-113.32,-9999,-9999,-9999,Dfc,-7,2,-9999,NEE,0.0750614102202714,0.5,0,0,0.149458381991705,0.5,0.155961824990939,0.5,0.155961824990939,0.5,0.155961824990939,0.5,0.866488140780413,1,0.866468006281964,1,0.866468006281964,1,0.847118753271856,1,0,0,0.821668747231507,1
CR-Lse,EBF,10.4233,-84.0211,100,25.9,3965.57,Am,-6,3,-9999,FC+SC,0,0,0,0,0,0,0,0,0,0,0,0,0.537880517503805,1,0.798230593607306,1,0.798211567732116,1,0.805213089802131,1,0.662309741248097,1,0.177644596651446,1
MX-Aog,DBF,26.9968,-108.7892,367.284,24.2,732,Bsh,-6,4,SC,FC+SC,0.430775592852967,1,0.581673249960785,1,0.430775592852967,1,0.498139090507223,1,0.591655139960358,1,0.613201762516577,1,0,0,0,0,0.739529710382592,1,0.604645856802658,1,0,0,0.660501661271693,1
MX-EMg,CSH,32.0298,-116.6045,409,17,281,Bsh,-8,3,negligible,FC+SC,0.608842761557178,1,1,1,0.608842761557178,1,0.573125760340633,1,0.678394920924574,1,0.677862682481752,1,0.647620133819951,1,0.648342457420925,1,0.663701338199513,1,0.678204835766423,1,0.648114355231144,1,0.647867244525547,1
MX-Lpa,OSH,24.1292,-110.438,21,23.6,182,Bwh,-7,5,negligible,FC+SC,0.591041780696953,1,1,1,0.591041780696953,1,0.909459952563401,1,0.912310709724503,1,0.916632457580733,1,0.873141306330962,1,0.943908502098157,1,0.943201514322204,1,0.916894727239555,1,0.945961047254151,1,0.944740923189199,1
PR-xGU,EBF,17.9696,-66.8687,143,25,1168,Am,-4,3,-9999,NEE,0.0962737642585551,0.534722222222222,0.010171102661597,0.0833333333333333,0.00106463878326996,0,0.100209125475285,0.529513888888889,0.173098859315589,0.708333333333333,0.236996197718631,0.791666666666667,0.52606463878327,1,0.70828897338403,1,0.513954372623574,1,0.237490494296578,0.791666666666667,0.490684410646388,1,0.764486692015209,1
PR-xLA,GRA,18.0212,-67.0769,24,25,1168,Am,-4,3,-9999,NEE,0.0286311787072243,0.1875,0.0531368821292776,0.276041666666667,0.0218631178707224,0.130208333333333,0.0509125475285171,0.298611111111111,0.116216730038023,0.407986111111111,0.74245247148289,1,0.838745247148289,1,0.841996197718631,1,0.782756653992395,1,0.75106463878327,1,0.284638783269962,0.708333333333333,0.842186311787072,1
US-A03,BSV,70.4953,-149.8823,5,-11.2,115.1,ET,-9,7,-9999,NEE,0.201274466663407,1,0,0,0.248300982740918,1,0.297356541012728,1,0.486220440359198,1,0.610888378233022,1,0.394139409051647,0.741319444444444,0,0,0.376741798269203,1,0.595764272559853,1,0,0,0.433937971609707,0.741319444444444
US-A10,BSV,71.3242,-156.6149,4,-11.2,115.1,ET,-9,10,-9999,NEE,0.242394168577393,1,0,0,0.272777568643555,1,0.307330344615174,1,0.526772982900426,1,0.577489933039024,1,0.443978645494678,0.821180555555556,0,0,0.438001209176049,1,0.551971755472662,1,0,0,0.455979147416812,0.869791666666667
US-A32,GRA,36.8193,-97.8198,335,33.9,889,Cfa,-6,3,-9999,NEE,0.336241636253041,1,0,0,0.391081204379562,1,0.402372262773723,1,0.413397201946472,1,0.469415298053528,1,0.581603558394161,1,0.581622566909976,1,0.581622566909976,1,0.485154349148418,1,0,0,0.309648722627737,1
US-A74,CRO,36.8085,-97.5489,337,33.9,889,Cfa,-6,3,-9999,NEE,0.291457572992701,1,0,0,0.312328923357664,1,0.320293491484185,1,0.336697840632603,1,0.494810675182482,1,0.413264142335766,1,0.524692062043796,1,0.524692062043796,1,0.512716697080292,1,0,0,0.221088047445255,1
US-ADR,BSV,36.7653,-116.6933,842,17.5,110,Bwh,-8,6,negligible,FC+SC,0.435492218732153,1,1,1,0.435492218732153,1,0.77627070245574,1,0.777127355796688,1,0.777136279268989,1,0.820040334094803,1,0.777136279268989,1,0.754390348372359,1,0.777136279268989,1,0.820040334094803,1,0.820040334094803,1
US-Akn,MF,33.3833,-81.5656,92,-9999,-9999,-9999,-5,3,-9999,FC+SC,0.610819647201946,1,0,0,0,0,0.611161800486618,1,0.612473388077859,1,0.612511405109489,1,0,0,0,0,0,0,0.612511405109489,1,0,0,0,0
US-ALQ,WET,46.0308,-89.6067,-9999,-9999,-9999,Dfb,-6,6,-9999,NEE,0.364383743917275,1,0.260036496350365,1,0.391052691605839,1,0.377138458029197,1,0.448524939172749,1,0.511965860705596,1,0.306379257907543,1,0.334502357055961,1,0.412750912408759,1,0.518761405109489,1,0,0,0.700891499391727,1
US-An1,OSH,68.99,-150.28,600,-9999,-9999,-9999,-9,12,negligible,FC+SC,0.0819545869465997,0.336805555555556,1,1,0.0819545869465997,0.336805555555556,0.154876007911152,0.375,0.154876007911152,0.375,0.154876007911152,0.375,0.293373459607485,0.887152777777778,0.380990415335463,1,0.287131066484102,1,0.154876007911152,0.375,0,0,0.296720485318728,1
US-An2,OSH,68.95,-150.21,600,-9999,-9999,-9999,-9,12,negligible,FC+SC,0.0798056443024494,0.340277777777778,1,1,0.0798056443024494,0.340277777777778,0.149351513768447,0.375,0.149351513768447,0.375,0.149351513768447,0.375,0.27300604746691,0.482638888888889,0.389705043359197,1,0.389353225315685,1,0.149351513768447,0.375,0,0,0.274779400578123,0.482638888888889
US-An3,OSH,68.93,-150.27,600,-9999,-9999,-9999,-9,12,negligible,FC+SC,0.0860004944469801,0.335069444444444,1,1,0.0860004944469801,0.335069444444444,0.165625475429789,0.375,0.165625475429789,0.375,0.165625475429789,0.375,0.275440247984178,1,0.38018693899285,1,0.367778221512247,1,0.165625475429789,0.375,0,0,0.299054845580405,1
US-AR1,GRA,36.4267,-99.42,611,-9999,-9999,Dsa,-6,4,negligible,FC+SC,0.650539014373717,1,1,1,0.650539014373717,1,0.812400182523386,1,0.814767282683094,1,0.795744923568332,1,0.884254506046087,1,0.908766826374629,1,0.857303787360256,1,0.816834930412959,1,0.908766826374629,1,0.907226785306867,1
US-AR2,GRA,36.6358,-99.5975,646,-9999,-9999,Dsa,-6,4,negligible,FC+SC,0.557837097878166,1,1,1,0.557837097878166,1,0.714564795801962,1,0.72605806525211,1,0.708333333333333,1,0.776451631302761,1,0.776579968058407,1,0.77633755418663,1,0.728453684690851,1,0.728667579283596,1,0.776366073465663,1
US-ARM,CRO,36.6058,-97.4888,314,14.76,843,Cfa,-6,17,negligible,FC+SC,0.61105946155336,1,1,1,0.61105946155336,1,0.852243527664794,1,0.927219316934599,1,0.930676609206534,1,0.876780295693718,1,0.930683065401252,1,0.930495835754406,1,0.929498353670347,1,0.795002905287624,1,0.86653754277229,1
US-Atq,WET,70.4696,-157.4089,15,-9.7,93,ET,-9,8,SC,FC+SC,0.210871549167237,1,0.948323066392882,1,0.210871549167237,1,0.347535934291581,1,0.380889231120237,1,0.414492071640429,1,0.756317020305727,1,0.754727070499658,1,0.751989219712526,1,0.55337383070956,1,0,0,0.760345368469085,1
US-Aud,GRA,31.5907,-110.5104,1469,14.85,438.35,Bsk,-7,10,-9999,NEE,0.610527336619204,1,0.930722891566265,1,0.687283223804308,1,0.722469423147134,1,0.756651606425703,1,0.636882758305951,1,0.912513691128149,1,0.912673420956553,1,0.912667716319825,1,0.912673420956553,1,0.589636956918583,1,0.903893985031033,1
US-Bar,DBF,44.0646,-71.2881,272,5.61,1245.77,Dfb,-5,14,CO2,FC+SC,0.248195313518446,1,0.798315082779299,1,0.248195313518446,1,0.455424651284057,1,0.55753405683744,1,0.822240418459132,1,0.98642615043671,1,0.975589883978621,1,0.983937068178855,1,0.781229631078086,1,0.948047027766914,1,0.973756681006388,1
US-Bi1,CRO,38.0992,-121.4993,-2.7,16,338,Csa,-8,5,negligible,FC+SC,0.210501095290252,1,1,1,0.210501095290252,1,0.617127601314348,1,0.768893756845564,1,0.863693410003651,1,0.873642296458562,1,0.873836254107338,1,0.873676524278934,1,0.863693410003651,1,0.862986035049288,1,0.873562431544359,1
US-Bi2,CRO,38.1091,-121.5351,-5,16,338,Csa,-8,4,negligible,FC+SC,0.305755190508784,1,1,1,0.305755190508784,1,0.757243896874287,1,0.877253023043577,1,0.894450148300251,1,0.920573807894136,1,0.870836185261237,1,0.862394478667579,1,0.894450148300251,1,0.864647501711157,1,0.883427446954141,1
US-Bkg,GRA,44.3453,-96.8362,510,6.03,585.76,Dfa,-6,7,SC,FC+SC,0.548869117455351,1,0.849432929213923,1,0.548869117455351,1,0.693129970016947,1,0.738031221483509,1,0.660930778255769,1,0.846190196845261,1,0.846393886064398,1,0.826603441533047,1,0.846393886064398,1,0.845668752444271,1,0.846206491982792,1
US-Blk,ENF,44.158,-103.65,1718,6.23,573.79,Dfb,-7,5,-9999,FC+SC,0.436314085020982,1,0,0,0,0,0.695755792738551,1,0.747035212552454,1,0.716931216931217,1,0.886482849844919,1,0.886494252873563,1,0.886482849844919,1,0.886528461959496,1,0.770217569786535,1,0.886494252873563,1
US-Blo,ENF,38.8953,-120.6328,1315,11.09,1226,Csa,-8,11,-9999,FC+SC,0.334842544187204,1,0,0,0,0,0.656247406854203,1,0.697882955771305,1,0.69953738278981,1,0.765870052277819,1,0.783124844411252,1,0.646123765662601,1,0.707617625093353,1,0,0,0.798242884407933,1
US-BMM,GRA,45.783,-110.7776,2324,-9999,-9999,Dfc,-7,3,negligible,FC+SC,0.140802670368579,0.458333333333333,1,1,0.140802670368579,0.458333333333333,0.156509803309884,0.458333333333333,0.363666141535774,1,0.363666141535774,1,0.626008017344917,1,0.652165774984012,1,0.652165774984012,1,0.363666141535774,1,0.652165774984012,1,0.652165774984012,1
