"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"US-Me6",2402.13366368233,1820.32903590492,1509.83679857162,801.478892308222,557.993924961114,937.286519289247,627.369365730682,1133.19352262978,798.047202373591,1466.23562143894,1273.54901477389,1213.63246900414,1471.87316193527,1546.20911627146,1172.23445823801,2105.758386881,1038.92476324992,1583.41405412383,1391.67295827583,936.836090776709,1008.1271773405,532.848331908959,577.660874378079,523.262554814265,504.299436960727,561.094493641054,1232.47900592885,1617.22143942453,1162.93223705961,1029.63177327669,688.105451533233,1170.7454152263,984.070369053397,1283.62021672617,868.517085919268,1259.46495280666,1400.71078985421,582.421456488498,933.261908941794,968.691501587251,963.218756676584,1248.20934262632,711.778129552276,1092.62355829953,1120.596191334,1210.74805269172,1100.04577363721,1423.19679356058,633.085662868214,571.487944841106,850.619065448095,684.263036718239,1284.6561770238,844.17670570265,568.453517106917,1983.85338273024,558.84032491494,1008.16646853243,1496.78901762176,1554.99015778404,4323.31842857478,3492.33007025392,1704.05756715648,1080.52154451105,667.550138387465,1139.19903142773,1428.82187501038,1105.70004635492,862.250335376587,1138.1814021892,765.0039220879,830.415641508735,1335.42934979949,1580.48303491323,2158.77577827061,2399.57931714761,1279.24240534713,1118.07993401322,1380.8866998171,1608.84997895903,1350.51689259474,815.895955284449,608.325805995991,237.057675392777,375.31650478446,358.193836501146,0,1441.62971179913,1267.4456452098,773.727684495422,1289.57857225559,1298.28836111062,1638.01881698562,3465.32573868681,751.388628594539,1631.65806314392,1962.42288598263,582.463880305142,1206.61169889014,1178.28236151804,1128.24057970223,966.283946475811,1238.34029390409,733.480870104039,2133.47793872786,995.246950766746,1112.10351983484,1137.11567570552,605.041962221226,1051.89522235529,536.837644457075,1667.91998380448,1394.93209631648,1202.5853576923,1245.78018685573,1195.72202656556,1347.48135584642,1300.33397072314,1460.04294274498,1512.71410561486,468.723086370744,1053.96012384739,1130.19598560262,1093.16664648607,2005.51634307141,528.86806681983,507.946930116441,903.93091412738,1068.53961645047,1486.19852614078,616.860045340018,1488.56261406664,960.645661512706,1141.81546106111,996.802151666754,768.034786788536,1603.09434452928,1136.04935175422,1122.05331736791,1595.4983750308,1063.06128663671,1052.80516175212,1158.26494910215,697.543739101729,1535.76945094203,737.486402469872,997.391574387737,1286.28579074816,1028.35256208768,1577.21516153855,1251.8605303365,1117.28494649414,801.952105359665,867.177908647222,1441.7332292419,1104.02986775996
"US-MOz",1125.89661159457,1827.43947970501,1616.12600903298,1410.72357680983,1438.13591740137,770.024077472252,1796.51480654496,1242.3865779227,1794.58562804603,1272.19273690166,1943.85900392589,2042.05104789805,1758.83660979953,1652.11593489616,2030.13828348207,1262.66068130081,1754.63903651933,1202.13729108042,1435.90019026512,1808.85126971375,1613.95748881536,1382.63542273212,1474.41038281954,1469.91355790613,1394.41798170134,1275.53920997529,1997.26841732671,2279.70055217219,2201.39500768213,952.698314412502,1444.95324063527,697.722777073669,1808.85197883539,633.285731954405,1001.51619143203,1023.51033597054,794.926043893423,1338.80680290472,2225.923174227,1741.04526109535,1796.10514219539,507.357074556879,1047.21141823771,863.429886777686,796.695218136482,587.533573473879,2085.80875727144,818.83808199043,1194.56472761922,1337.71388445721,1047.57924425653,1156.63852125732,569.386277856372,1715.75327555572,1626.59038072872,980.948909250806,1211.01390786038,1472.54804653159,552.779852601768,483.686499339802,2957.90608743524,2163.06343932683,1821.97849359204,1030.10003785139,1315.04001776571,1532.74376582081,1233.67774053205,911.888299576415,1032.78039693372,1383.32640396598,1332.56996264838,1786.78579093913,543.81458628944,615.652509444574,2561.97368484307,2700.84283111861,2292.63387941913,2054.13641227853,314.589466144415,507.398699034688,334.897700623561,1114.44499688737,1128.19704975533,1356.0697367781,1280.80701046089,1368.46391120816,1441.62971179913,0,932.013480022944,1646.87732971308,648.069554688245,627.946159682495,493.080234411529,2133.27212514449,944.862516301495,1633.60565143335,2228.05516069816,1487.27903862681,692.938425056304,860.35191014529,954.621523283008,1081.24874083329,1741.31588827224,1142.78533125928,3173.2326373265,1680.1258398509,1423.71339647786,2096.24167175432,1007.87001196454,972.043740691334,1261.71343051015,685.568559811645,620.792811298331,2088.56783721892,2122.99956304941,2073.58110755611,2268.80662428543,2250.20653624025,2439.15435587207,2200.09765084572,1449.75269791237,1101.00721089314,1192.17755882777,952.907145437887,2236.38212543907,1580.91882833221,1559.50881584245,1466.94085534585,743.500651875204,816.712434093419,1537.2348302574,509.994007374575,895.601120259208,885.710442601512,665.577847309148,1069.64932668086,625.059952994513,1000.22041884356,786.522887703943,904.975833609161,1948.84052064847,673.458509660563,508.276572470149,1687.22208155144,630.304183812577,1260.34397498531,892.744738167495,485.889866896799,1943.89535990066,2621.39022974542,812.467125069973,1102.94642332043,1338.03348058031,1190.20834649002,322.259715136102,1051.09838318964
"US-MRf",1764.82083296801,1542.71098958697,1337.46063426451,722.982968705976,999.302669906897,716.593140027884,1245.6447816932,898.377190837443,1222.92689034711,1273.80234459403,1396.07314397443,1447.39394872389,1517.24129643951,1532.55686992947,1504.59562037811,1242.45933745766,1134.61876023019,1204.20695920891,1140.71426124341,1223.33920310095,1088.82189108103,997.590203715749,1034.77603181346,1110.50625979079,1087.32852650058,1032.52444792119,2203.18297410787,2684.43816204233,2566.10278048661,1262.62851984507,1791.63830586758,1116.9460472979,2108.55714673853,613.147726542364,945.914216531649,1307.7204228396,866.032962687923,1132.73735014407,1650.88712859777,1326.4713729584,1361.12114617986,645.684635753628,1186.93541411775,986.322115929961,941.479038737609,674.577276816026,1564.61720430091,558.438602604888,1088.18774590301,1277.91769547655,929.63968658308,1024.03460040664,881.403153547814,2101.80846369982,1369.64794950806,1309.51308890665,1306.6512059586,1600.45488356843,865.884502911851,873.316944332342,3697.56957935215,2820.82414361686,1652.85480415745,1133.97330844317,1125.24510416166,1855.08248732478,1584.3428401455,1086.49216012393,1069.0441848132,1029.76964822533,864.930505711277,1864.62076047024,733.113883411332,928.612896591164,2132.4693340568,2223.58671181546,2723.57080824567,2483.42923039589,936.491857447852,1214.55412988058,910.799061954325,1108.66387713783,836.514526758169,1151.79980051334,996.699198097701,1080.67977452533,1267.4456452098,932.013480022944,0,1564.34600423627,774.422322035727,751.695256782016,870.59838863793,2823.21604623831,882.318559180356,1912.17135792581,1884.36797720618,1201.19268491287,636.290142497191,848.126566046042,871.725226996425,945.881116560976,1227.98093578881,933.618387289291,3629.05634976386,1668.18410700384,1369.3922078844,2474.2682244402,1035.12076380429,931.125573490011,1404.5717668236,1122.64978170633,919.066265720846,2328.46687560687,2389.78708635491,2321.18148683255,2671.31244699294,2636.81455850943,2854.8982056267,2563.60612438031,1339.77279429785,707.705106571631,1291.27529175349,992.404649933002,2007.22948518076,1232.71966207644,1171.67904621003,1513.59618669111,865.21600795482,660.54225420135,1323.11630242049,1079.69687405005,392.365860596263,379.537467306931,767.32018162231,850.773475298067,1204.59278780093,778.259937722886,863.385682856458,1269.73033233371,2362.9662688261,1002.5287745079,910.057573649604,2037.69385536692,678.55730850493,1082.23167771397,1083.40190054468,762.73189718352,2277.3298107139,3099.59143841929,659.638524128378,1310.62735414034,1147.83948417561,891.604527059834,921.911722852722,779.642640850688
"US-MtB",2240.81666939061,2230.50650001653,1882.66843741775,1053.89643483454,956.895455992699,1424.77514253993,978.01745954865,1545.8843887958,1140.91481186671,1960.05391740951,1624.3826774819,1560.44744431469,1904.17339865212,1936.34054750261,1515.33387620751,2548.60350712645,1399.44239555318,2026.43122454135,1838.20873182862,1375.70788447139,1443.10549718922,922.648794315871,967.711985586583,873.702433678866,861.531967102517,902.911539102113,1092.76439251263,1481.92939797838,1417.69109840801,1240.78072839616,963.387800011479,1384.38777645469,930.462753027108,1695.61721216737,1105.78065332269,1507.27756112914,1843.9905989151,857.692148727478,1223.50504296061,1331.21724830808,1290.96786091724,1611.01567748762,981.134800497188,1450.61276763507,1486.329574534,1550.85009285811,1455.28823324112,1801.64994020267,1042.71441667758,941.090620549149,1247.56505300681,1134.37107478734,1313.70605849237,1137.8826026882,861.698547603998,2340.45844253978,999.371488536495,1194.98452649571,1585.6767940135,1612.87890221093,4207.84466620419,3414.86571186247,2090.24574139509,912.548251264882,1252.64345294903,1219.08641067141,1434.2149509399,1024.16192602997,881.18140472441,1450.5601671879,1160.61785366101,1210.88288593783,1725.83676772662,1976.50312834928,2596.61387268558,2814.1067611426,1334.61026816397,1114.05153887498,1579.38305046049,1916.93133156804,1552.47111731414,1199.29117527102,962.021411781941,846.338042260731,896.840477603763,808.996917033597,773.727684495422,1646.87732971308,1564.34600423627,0,1453.17062334693,1404.71371175474,1780.29036634742,3510.42991319034,1100.54040095372,1519.08783639201,2429.84573711355,913.040572925178,1611.15994291411,1618.67236253425,1516.18024057673,1361.01632123264,1557.23000909659,1027.60504471123,2206.37470504945,828.223628066429,1016.54092774268,1118.31971675408,1034.57251871181,1457.99999754962,758.073478910654,1821.95422020513,1504.80147457822,1025.15281202418,1067.27470375235,1039.54539693444,1374.51818039318,1248.37688625833,1403.16451075523,1447.8701254668,962.659582285496,1447.4181727623,1298.59455235586,1242.18668527145,2365.50056838474,866.928724945492,877.843862053741,1157.19241208967,1162.74636203765,1904.69560813031,1029.56614470199,1734.60844703444,1385.69754426375,1505.7010069304,1212.16027694778,1170.99774223623,1653.59767330193,1537.68601446287,1166.55274552102,1569.77240260153,1250.89649195285,1311.51460820289,1367.69326667444,943.646952647196,1756.32424799227,1197.18309644888,1058.09483354311,1384.20732957323,1235.91916103303,1634.28159067945,1676.65223709177,1128.99972045488,761.047861675611,1279.34675183553,1622.77848034396,1532.20075228888
"US-NC1",1298.15571185864,2009.65728444669,1685.35666665409,1144.52420437161,1220.66892242186,818.168192543902,1584.49804954774,1219.28314244052,1538.92350253326,1572.96999850783,1764.41743482503,1812.60332683574,1859.07803582614,1775.29527511339,1804.35582182801,1780.69505997744,1506.9264131392,1438.76995917955,1595.06562586497,1534.15752095789,1380.85306113135,1132.87540233879,1205.5534238124,1233.6134812271,1177.7070816461,1100.52270952033,1607.93266940099,1906.46082250202,1875.51755634196,685.005479022515,1170.41219310427,523.212517936854,1441.51477185799,842.386205174935,717.67215484138,884.459552967485,1107.02681594211,1199.71504910584,2005.41969688704,1636.54307748397,1716.09488285713,677.251334374899,856.251042220997,968.339220088205,921.108124807409,534.347428525818,1894.72041424653,941.984145121376,1081.22563770682,1213.37430453476,956.721176104782,1025.29819866298,520.532988957141,1509.78837850434,1487.06977990484,1423.14430009866,1065.89132863019,1228.68929111345,399.8943731713,428.66930490101,3148.52400876552,2277.13594303261,2101.86547938171,920.895087739323,1112.95789239871,1128.4893629437,869.999412823832,921.199880812572,893.842227143775,1427.90752146867,1098.00053660755,1599.69454073471,826.16663240405,1057.04787748153,2753.45086990757,2862.95261897001,1976.5526241172,1741.83432281108,646.134781753042,885.561815256284,572.129774637555,1016.2141183441,1001.56988795902,1208.00045067176,1122.76279967989,1217.25652164722,1289.57857225559,648.069554688245,774.422322035727,1453.17062334693,0,241.322083994542,501.399224317957,2386.96973279572,780.017475717384,1181.84443737917,2340.09616929464,1369.53278837322,716.522921034438,964.326449006917,1030.12954258379,991.036429199066,1599.80076259883,1031.04032770446,2778.22498026988,1304.63396006641,1048.91167818343,1766.78282830161,836.143132587559,982.754236303629,1019.72995517605,859.222272866753,584.740091539046,1779.3202252725,1808.58660785334,1772.09945536347,1899.8920209816,1867.33993231816,2047.56508519226,1802.96116186191,1305.39362110034,1006.24471718592,945.105933849756,628.335536966133,2430.78665884173,1389.41410742262,1352.10793409659,1120.97520460645,498.598900618779,1082.09761164273,1353.55832786894,725.001883201101,738.082895677158,735.896075906814,471.204855350154,952.621975137082,655.128165370879,949.479095390495,558.568644977084,693.828129135827,1667.39505885387,583.323540499198,591.015898190126,1551.17653960178,958.777733334795,1108.14870375253,642.371092120357,580.521234891905,1669.38222653741,2256.30600078396,902.741233734555,750.667099012362,1169.32481551091,1033.63811196389,698.840085322698,1035.26761061113
"US-NC2",1252.93462721972,2015.26236389797,1706.69705572031,1139.27856895391,1207.47322405729,802.538254946826,1575.91403669025,1187.156519889,1538.9011726143,1571.43150738545,1790.75698312676,1832.63232995741,1809.17669516009,1775.87043943138,1819.31183441061,1792.84873501387,1518.22555656994,1466.07824734191,1592.24096426757,1564.53582857745,1391.10335106288,1142.90252420734,1215.91982244408,1225.1971193996,1166.61321717455,1076.97802485123,1571.31917287811,1872.96372556111,1885.87537443343,679.381539775205,1190.78308036694,527.028251265813,1455.77320497017,797.56791759482,709.973605969432,926.22994886682,1104.868700729,1193.46138825348,1998.70206617509,1663.61615838454,1717.58949238057,635.845097581846,844.289544185451,966.391433393469,922.039471576631,518.016524919473,1894.57829677194,967.868858515533,1036.92807949608,1180.85402544535,923.353361490063,1006.90932418822,382.637530653997,1516.73086649924,1479.44549568281,1429.45551926694,1063.5551219848,1169.622837846,405.43122911443,426.177774053787,3121.01394052221,2250.53321010206,2049.70015049886,914.442085047159,1168.85089106695,1108.22295760614,862.824792456867,931.120773168324,880.761570702166,1444.22083012327,1097.19529264064,1618.08695663035,801.120723794131,1059.63252630826,2717.95596577719,2857.68857568841,1961.03526264677,1726.40389579725,655.113248582489,910.404062645351,558.667661725565,986.86822231382,999.325820247465,1216.78748821243,1127.99322576997,1220.67679312036,1298.28836111062,627.946159682495,751.695256782016,1404.71371175474,241.322083994542,0,479.256675893392,2303.20103898776,747.298412250399,1158.68270220117,2315.15285435702,1377.88092051797,721.296816533151,974.409846102038,1020.32072472873,962.166599500312,1596.42955401173,1020.66366412958,2780.36721283417,1252.21192733826,996.248965375998,1740.34708018745,844.559364341254,997.131731753517,1000.61790156938,843.471623354686,584.174599715892,1765.15436201696,1787.02340651905,1747.33268926436,1890.96295241394,1841.25826752201,2024.85573584685,1787.31826226283,1302.69750703072,964.814639867517,935.499227088341,639.430151689024,2370.82122232135,1366.88448817432,1335.34497318189,1113.23874050342,425.972282270308,1042.15457234507,1367.19309058186,748.812035432724,682.738983546195,692.298725362845,412.723297930888,910.032810613133,619.27284895965,920.491800361856,489.235622531025,585.775394656178,1677.23368083047,599.679781485344,544.233941714823,1551.15151140868,956.945196637535,1098.04623097944,544.050056311968,468.688084977646,1624.37771566944,2244.04435274584,833.253487614138,669.269331635748,1162.07823715676,1031.15863831603,687.337453406786,1007.83629727156
"US-NC3",1044.35915922191,1855.57052658182,1792.7428920081,1441.28039390909,1527.27806091678,976.255911943393,1892.73412347693,1378.417483948,1837.68820869535,1395.94256033965,2074.88959372154,2141.72005678427,1844.26949688988,1821.54536149786,2137.43434974801,1453.17411786754,1822.59982839208,1419.56653626126,1484.53335392045,1828.9939256632,1690.14201153298,1433.0069489541,1496.79836102259,1542.2222248796,1479.15113300497,1398.34129344998,1969.86557884514,2269.70977795659,2267.1994423245,1079.21305391342,1565.85834563016,824.660011435354,1846.19304481326,816.377830725261,1058.53797328539,1123.43201137904,862.90891111404,1522.7297094172,2306.69655511856,1925.36551348576,2000.37810220196,582.671632097236,1209.83041709419,959.338488329232,854.595358160151,568.893803681891,2181.9266167154,892.711106250288,1433.80595219274,1579.09641406755,1285.74235243759,1383.38342651844,746.331241208923,1903.24725623103,1830.35184596892,1124.49587449955,1433.86056414087,1600.78267122117,509.991455835321,498.933120089595,2887.90264780252,2010.07210139036,1993.28079902275,1241.03325883528,1445.73990425287,1515.15211756201,1243.8422651949,1160.0531786738,1256.38214106014,1499.9720140486,1400.57876912349,1992.43693903826,644.577644388943,765.96237387331,2706.78573828136,2715.70606228902,2377.09263014869,2150.66492913009,675.064449712255,681.953463107476,556.576034197508,1341.16506138289,1342.67277993467,1556.6888239755,1466.47892290677,1574.51630819909,1638.01881698562,493.080234411529,870.59838863793,1780.29036634742,501.399224317957,479.256675893392,0,2048.84858402297,1089.04448012571,1372.72331573452,2227.40727808246,1706.14344244655,811.698471270296,914.914991272854,1020.68512237244,1239.81866521233,1915.66773508084,1376.23348596543,3219.80958243306,1617.4200172924,1385.35996430888,2161.96066229258,1173.85364895912,1066.73863783293,1390.87478180067,670.281973092368,711.705599100989,2161.72246416611,2191.09716077574,2139.32752945671,2348.52456558958,2300.5271682766,2471.57661564238,2251.35019319176,1671.0272195295,1258.31673456521,1289.33545950584,987.884030166396,2367.7121907202,1684.65144403838,1645.81780353871,1510.01136026513,774.079349139858,871.330844401031,1705.57703557369,722.833945822264,984.695312777519,914.650038663567,752.837323903624,1243.61218294584,664.919368931989,1162.14318055266,781.988662790915,887.050306549703,2091.4929044513,843.398940429274,706.91435984095,1948.8467100883,674.938129329477,1435.95363813105,936.715365152883,588.897288149036,2060.14728575436,2709.55423163583,979.608260123505,1066.41273590936,1485.69663469507,1329.48494525734,533.42938461801,1188.25986272449
"US-NC4",2641.00891783703,3185.50642160869,3569.45048251144,3325.05486934227,3395.98253720212,2802.04150780004,3769.77345498151,3243.48064805857,3749.55117821874,3212.88508415077,3989.78606963442,4056.54270050011,3647.34615296034,3509.24142143985,4035.9358859487,2506.96369831595,3734.09473408016,3246.73596743162,3431.0714784385,3789.09153615147,3618.56061826058,3351.22192719638,3431.81426742603,3427.06979516187,3353.68949647971,3242.49987719635,3654.64544848007,3929.82406782581,4004.82924269821,2881.39315058458,3372.66982650161,2610.28139268107,3586.20128719096,2599.89158419078,2814.98353665105,2572.54748421438,2558.66455335999,3315.13807652256,4198.06309216154,3851.80741680861,3870.08964161213,2461.58173607932,3043.9757872564,2797.1637565176,2718.66344672336,2532.69775047536,3949.95090744793,2615.85039553206,3178.07387956696,3322.23075451463,3049.98761460963,3161.59422871416,2452.28902152645,3658.58441613287,3636.77922651286,1737.3801426532,3244.8387587261,3268.15190597528,2215.89443802808,2143.3718384826,931.976247591213,1229.49645424099,3599.12495956243,2969.16081908478,3333.61475425866,3213.72874824802,2909.52803062952,2821.28096476686,3000.30278418251,3321.05807579267,3300.97614628406,3821.42964510629,2379.68219082042,2165.13404949328,3675.51313468287,3846.66599280493,4067.65433518068,3829.7506629352,2327.77894342136,2106.14012296622,2280.30036832551,3158.05156772664,3151.42024765524,3381.64053121098,3305.40805060946,3402.764490762,3465.32573868681,2133.27212514449,2823.21604623831,3510.42991319034,2386.96973279572,2303.20103898776,2048.84858402297,0,2945.52788835673,3112.99203055845,3028.43705472163,3524.3050845556,2706.46542925629,2736.40475250031,2909.27533298702,3087.36436882042,3801.01498303006,3169.08893250769,4856.38321405966,3317.35920866668,3079.24381511936,3815.10487858743,3015.04939796397,2977.61197477981,3217.11302214361,1990.48915421024,2393.75443979633,3879.56056589275,3893.24737116523,3846.32819964673,4020.56335094697,3960.75118272369,4127.80776489632,3927.29998905537,3481.28002654333,3122.30123306684,2968.17029994876,2728.15160741929,3348.94646437233,3531.2279493574,3507.66858808424,3245.6870102939,2567.13965218645,2777.1994800164,3555.40736083507,2158.08550395656,2889.86098307897,2829.67017819088,2576.80447628162,3066.70470433247,2415.95546858038,3021.60110096916,2555.46926663623,2607.89175635667,3802.59138113693,2658.86849213238,2493.01714283724,3693.4636758325,2350.5308255709,3276.95578281492,2673.24195934287,2307.23494341188,3685.20168241205,4359.35640284717,2846.96113197758,2753.30433872343,3233.0219589595,3201.21669865402,2247.18039036913,3095.62037478457
"US-Oho",1887.97884952189,1540.56884938498,1220.44249945328,649.780436178394,495.808932588063,629.87682000971,842.23471318418,754.86897333334,841.313339542376,1149.09733015452,1026.93016740198,1078.13140191123,1275.83171270264,1282.93770536411,1047.8348315194,1711.6012838856,747.508788036843,1173.19110994801,1133.27733057265,837.225413639028,755.213485870075,452.483959026503,535.161601234964,553.170852071434,501.770783401298,448.325471242856,1589.87424240725,1973.51803943119,1768.66929841304,640.97695552987,1016.43390314663,758.33466487795,1361.5074744832,779.063677197697,936.607816853474,1284.52993732424,947.978617197122,666.899364866491,1253.37948241409,957.182039549314,981.811158557799,645.197851017414,406.70971757698,578.634596922135,601.279948186113,660.435099498335,1195.11133779265,950.055754622112,737.865160197188,766.809550140528,691.03902166622,606.304378414501,735.922954700032,1231.63026407784,904.158706344888,1361.47488518264,594.096659099524,1263.09190219582,968.165968821859,1019.68700458711,3818.57909437274,2960.13718884948,1452.88231864144,833.624334088955,620.805086151308,1173.8234863808,1159.4619634858,873.972425297089,705.615305893005,878.07402198146,408.893727673513,1209.71444624791,733.340588687149,974.816832178778,2123.72850018866,2295.29999150974,1875.22741741657,1641.78769289454,922.353407536684,1233.52080877098,898.685293556217,460.496829702527,655.63405069733,655.752254530028,612.177304883227,596.778834147792,751.388628594539,944.862516301495,882.318559180356,1100.54040095372,780.017475717384,747.298412250399,1089.04448012571,2945.52788835673,0,1376.54567076084,1688.55222584108,819.255139379402,635.013901181608,655.153229031293,693.516031521023,549.654462348685,885.930230931917,684.42464370681,2883.21381967287,1157.46290355636,1037.96627365602,1710.79747605843,434.35673276153,628.803296189579,675.576317214499,1291.99363050581,1037.74043636418,1683.15163151564,1735.38687800244,1680.25688129223,1837.62068419631,1826.01641037116,2045.59089403759,1756.91345791855,734.649342315566,545.751687991161,1237.47979810376,975.591403941342,1787.44228416444,656.504137174753,622.064289700398,1184.48206299229,622.222886249737,1009.19214081151,814.337914928805,1102.76013196073,612.07181454993,717.19911570205,523.018745995537,308.675974420789,1159.29781687316,658.02372670954,562.435596878475,1089.02760599749,1499.63516783274,585.794928668565,667.575824672177,1230.93614927974,1003.62855972261,554.262732581927,514.851483836234,782.727130025669,1530.01394171855,2255.50896184347,757.888860508228,720.925290505281,868.461168361086,384.241954288395,920.288046191168,624.804878197591
"US-ONA",1395.59141649723,2436.0196012292,2330.34896908659,1708.86818093896,1679.41807854337,1781.7157042108,1889.20940943045,2003.90136041906,1870.7201306877,2242.17901307648,2153.73264226647,2186.28119749265,2143.64710719836,2272.32315411926,2132.53731650921,2765.33857365022,2027.39901252796,2375.46903396983,2126.67129278914,1984.93201321512,1936.87048430416,1512.96656804607,1605.14653967864,1561.29298864476,1532.42026370426,1547.78897944006,1200.43289382457,1109.01505313301,1677.08868597297,1185.00104988665,1247.17929695242,1229.76224452988,1241.74226293908,1960.76376689183,1373.67631285762,1687.20118483471,1967.1301422466,1665.28535286095,2238.03757301746,2146.44537273666,2161.15363445408,1583.55650190522,1267.16625229322,1569.76908941949,1577.64028398299,1433.48044655495,2230.84893292196,2137.97110168098,1777.76400458116,1732.08890199613,1791.99984379125,1736.45508530237,1319.79086666929,1633.8891295356,1771.42378299493,2373.77254586144,1507.26201951465,1614.48766283691,1381.95018087337,1423.38848527657,3120.37447921612,2260.37078012625,2393.42126850008,1563.43821784258,1672.85944229918,888.108482438099,969.177178103194,1623.62639060131,1532.0171408283,2110.98297545144,1712.13107289176,1745.84603874665,1802.03343549779,2057.82215535985,2880.99988213779,3025.8857631801,1651.39399269073,1443.33710294444,1659.24747530101,1754.50260035663,1519.86784304254,1604.59007015241,1787.6418019449,1661.93524218903,1565.85813771233,1632.82426999961,1631.65806314392,1633.60565143335,1912.17135792581,1519.08783639201,1181.84443737917,1158.68270220117,1372.72331573452,3112.99203055845,1376.54567076084,0,2717.56956671519,1969.88728907789,1772.68085958921,1744.56623178377,1749.54123413947,1713.21545838599,2138.47115026673,1862.12056801281,2093.58377850845,1164.38322777694,1224.36413451326,1513.71896731869,1458.4335419254,1684.61130990589,1262.72135900744,1582.84156994597,1437.34171036359,1697.29162138279,1685.04110870968,1670.88369178161,1419.75825360037,1425.2781882143,1547.35750796222,1405.83400475371,1745.8752694972,1868.95749751711,1536.29675474648,1329.80675275932,2663.2114395322,1678.71210754878,1674.17488863725,1380.52411210545,1268.86393707021,2130.12538607409,1764.16183078452,1684.70556820901,1742.0005016639,1733.12537436816,1346.00804341733,1586.03859319318,1303.0621901613,1904.46865382476,1247.62082532174,921.042097320416,1482.7920384135,1258.56706008832,1391.56749197927,1686.61765464402,1942.00380245265,1710.53606054636,1145.14415324947,1494.1131598591,1571.6975073227,1712.08158837191,1951.99348808425,944.224867829111,1760.15510398492,1701.76164100022,1660.23142072357,1855.23147276583
