"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"US-MtB",22395.3598333332,14312.5916946667,9357.75837483328,3958.28141666668,6991.67100000002,1983.91803341666,13588.7791666667,1397.833555,7797.31266666666,2271.80833333333,13428.1014166667,4087.74608333333,3080.53858333333,8254.49299999998,9436.63825000003,3326.94883333334,35536.7191666667,3594.90366666667,18481.6997499999,8488.77333333337,2681.76200000001,3836.27416666663,1833.865875,1530.62596666667,1426.39456666666,1249.96928333333,1778.89166666666,1225.65007995,1665.45616666666,2582.23605164283,8325.93450000002,1119.48716666667,13933.5536041667,735.846833333335,19814.47575,5775.04998549998,10480.2082856666,24210.3523333333,3216.74400000001,1704.74183333332,3555.17433333333,2945.80933333332,18657.1956666667,2439.542,9160.52566666667,10818.5193333333,18639.503125,3921.97238333333,16870.9631666667,4860.81130925,2814.43891123333,8152.05281666668,5259.44815466669,13185.6031666667,1078.03933333333,1222.86833333333,40031.8114783334,2299.07016666666,3759.30000000002,17451.6286666667,17343.8123333333,90412.0290000002,49322.1503333333,9586.91825016662,10956.324,3084.62666666666,1820.80966666666,5321.08500000002,10822.1463333333,6784.51033333335,9002.20017910715,4785.40833333333,1643.94153839912,26165.55,32005.35,14100.40615,13789.8885739167,2584.43804166667,774.624999999998,18136.955775355,27309.8262766666,20069.0651046334,5037.505,5581.16933333335,1854.23416666668,3046.61616666666,2036.29583333334,864.184400583331,22443.4317341666,15832.2056666666,0,13088.15915,13183.0137,21204.1508833333,78913.6166666665,8791.77772008416,4680.43540316666,17609.6511328333,2878.99082282166,18862.8975466667,15977.54658,10243.585,7240.75833333336,5100.55047416666,6006.77660384218,2098.10166666667,1502.63333333333,4326.19333333334,919.474999999999,5090.0643333333,8279.71366666666,1610.8455,27700.2435,16017.9983008334,6419.08516666666,6400.30166666663,6473.84916666667,641.900499999999,536.847366666667,1671.098994958,1172.95705766666,2279.95349999999,12694.2941083334,5931.22500000001,7296.07383333333,15441.0465798134,1092.80103333333,980.979583333332,3377.27260333334,6620.00366666665,24660.9842316667,2392.42716666667,15951.5333333334,11944.8921666667,12150.25275,8058.78875000001,8869.09199999998,17263.6979166666,10305.7259166667,8196.25733333337,10609.6375,1101.67575,12657.9561666667,16059.1491666667,801.413083333332,26346.0750833333,4041.076875,5122.78341666667,13858.1004166667,970.445749999997,1888.92041666667,18052.2414166667,4498.35929166666,3865.27041666667,7886.42200000002,21026.1175,9872.97791666667
"US-NC1",2388.32065,9885.47838774996,9263.14043849999,4486.93385,2713.865,8486.88516675001,3041.01226666667,14332.87742,4889.2213,12699.0843,5125.66209999999,11290.6232499999,12123.1249,10288.41,10888.50235,13613.73545,12178.13205,7923.99005,4174.43260000001,6955.00239999994,10219.829,7233.37069999996,9179.58412499999,8745.78734999999,12204.6507999999,10734.77725,8142.49345,15501.55568045,17397.49625,19806.4830458261,3652.68535,13890.88855,3084.03748749999,12872.1222500001,3500.91185,3713.6863105,7111.1216525,4411.5887,10215.0545,18475.0215999999,8661.00834999997,9232.181,3386.1478,6710.17994999997,6798.07835000002,5090.3833,3221.61075833334,14268.38785,4448.63205,3313.73999325,5910.24470390001,3189.96864833334,3398.6162175,1813.03395,10860.62075,13139.9865,17554.183055,8372.75284999999,6060.81405,3264.454,3467.9433,65402.0944000001,29765.21385,10948.9062235,2506.04485,7926.70504999995,9025.7985,4141.68294999999,3368.65845,2567.60445,4847.17927669048,5426.35710000002,17282.8437909824,5990.01935000001,10514.76935,16051.20825,13261.549241,19750.831638889,15387.65915,2765.933683755,6574.55588125001,2608.25106262,6652.61575,3339.92896666667,7598.59490000004,7025.61379999999,7787.88319999999,10777.1746204167,3487.3788875,1739.1233,13088.15915,0,1555.5453,2381.01075,56519.9283499999,4611.45559697464,7057.83306899999,16606.0043534999,8637.62748725497,1885.06721,3975.59224,5493.8518,6198.29664999998,9079.70179400001,3570.31850941751,19208.624,8414.64004999998,4101.3978,13409.82715,7082.67765000001,5173.3078,15381.78955,8346.62705000001,2044.0681395,24170.9576499999,24152.82215,24226.2556499999,13958.45465,12582.635925,17930.073841048,10083.08849905,10917.1683,3551.74500500001,3625.15035,2292.71605,15814.74556717,13528.3695,12089.51085,6398.73380999997,2766.88359999999,5117.23668500001,7527.43790000004,5524.39665,2300.68595,2193.37143333333,2249.01066666667,4343.17388333333,1958.03846666667,2202.46403333333,2839.01176666667,1956.28,9461.77591666675,2520.30699999999,2227.31185000001,11226.4700333333,5133.68020000001,3078.32719166667,3754.81499999999,2155.29173333333,12155.1675,19075.1887833334,2354.87473333333,3954.87762499999,6088.8123,4088.0899,2642.68568333333,2192.40953333333
"US-NC2",2756.92699999998,8864.48827174999,9007.06382850003,4327.21345,2140.91245,8517.07334175001,2727.07333333333,14785.27562,4195.05870000001,12985.0637,5896.39420000002,11685.07745,12747.89045,10256.9043,10466.5183,14394.2497,13126.4773,8153.87620000002,4055.2478,7449.44990000007,10918.9482,7729.14535000001,9302.92957499999,8861.66690000002,12361.3416,10856.7727,8276.21370000003,16543.99982795,18245.7822,19939.279219306,3480.7657,14108.3017,2720.84243333333,13715.7472,2563.00949166666,3378.96164900001,7259.28867099999,4664.6017,10747.2252,18757.0562,9694.47919999998,10076.1422,1873.37180000001,6670.11670000006,5897.51240000002,5590.9865,2345.08494999999,13783.2211,3982.54990000001,3123.06145325,6479.54085889997,2656.292765,3052.29502000001,795.664299999996,10961.0397,13416.7256999999,17435.277875,8712.94570000001,5727.60479999999,3457.9907,3016.0798,68175.1503000002,26918.1258,12190.5673585,3024.0227,8647.85670000002,10108.3927,4859.55184999999,3783.55809999999,2339.8677,4861.58865536905,5648.86370000001,17612.6073695491,4497.13814999999,9734.3363,16264.20015,14512.1730975,19900.957325,15518.7137,2261.65157791,5918.91619,1537.98998451,6517.35870000002,3164.96378333333,7562.55420000002,7502.1407,8210.07270000004,10947.9670904167,3609.97483499999,716.0755,13183.0137,1555.5453,0,2671.6371,57074.7863,4470.44197241454,7183.913449,15950.5078100001,9014.82193725503,2067.2535,4067.88471999998,5540.96170000001,5778.23669999999,8752.01619400001,3667.0766091575,19343.0886999999,8496.9987,3861.9817,13783.6137,7155.11420000002,5564.61120000001,15500.5852,6357.30329999999,1864.23859949999,24290.6021999999,24271.7556999999,24345.2021999999,14076.6472,12708.5607,18053.677791048,10179.47041085,11610.7642,2830.35663499999,3612.0603,2293.2027,17428.47452335,13644.01495,12243.1512,5708.76786000001,2194.71169999999,3826.02365499999,8055.31020000001,4598.06530000001,1029.5247,1244.69728333333,1532.39453333334,4455.67286666667,1235.86546666667,1708.80345000001,2105.8552,1350.58495,9750.50219999998,2471.63986666666,1733.58295,11422.6701166667,4816.0367,3271.161325,3433.13786666666,1019.12741666667,12247.9857,19267.3931166667,1404.55013333333,3767.65403333334,5694.41745000002,4140.4342,3003.90228333333,1830.95278333334
"US-NC3",985.609400000001,9937.57011799999,11059.443554,10833.1839,6010.57585,17195.92061675,4369.51345,23479.7510700001,8989.57414999999,20091.0940499999,5905.19945000001,18325.1129,18622.5844,10937.0861,12925.57035,21220.152,7074.0997,15910.03595,4278.7413,7940.01905000006,16881.7443500001,11814.2413,17901.940025,17368.01405,21010.60675,19516.95495,16483.66275,23632.01874265,27224.6284,28469.5094916395,8871.96815000001,22729.35415,6031.48253333333,21433.7052499999,2230.90455,5660.0328875,7349.06234749998,2757.46494999999,15769.9292000001,27611.5223500001,11836.35205,12768.49215,2778.9017,15344.0513500002,7272.64214999999,6148.4207,3667.21934166667,17837.3973,3099.4385,6898.10672825,11850.1304739,6029.52111833333,7467.7295,2940.34335,19825.8561,22368.10855,11064.112505,15323.2334,9544.01289999999,2265.21485,1999.99275,59898.7514000001,20152.07435,11210.6631085,5022.42545,12334.8839000001,16584.49935,8562.29360000001,4572.78305,6254.05609999999,7639.13407304761,12984.53995,25943.2248342324,2087.6759,3700.74114999999,16858.72425,15025.794788,28530.2390527778,24163.7385000001,1708.412336255,2460.59026875,1198.87348884,11713.5866,7755.37558333334,15852.08385,13193.0099,15419.72035,19364.3058304167,892.563532500002,2024.7285,21204.1508833333,2381.01075,2671.6371,0,49025.4794500002,11324.3253505375,12847.807399,21209.24628,14069.771937255,1395.69354,5097.60736,6460.56765000001,9710.37414999999,14136.6266940001,7654.6287397475,27849.9464,17123.6438499999,10072.33805,21523.7837500001,12661.70155,6350.34085,24174.9294000001,3184.30245,1474.3663995,32918.24685,32905.8263499999,32979.0838500001,22750.64395,21266.3416,26646.666041048,19463.98582065,17954.03905,7043.71978500001,6452.62844999999,4629.67915,17315.17084932,22315.7726,20883.83585,11492.35876,6196.43290000003,2096.09177,13532.7484,3456.4366,4028.02004999999,3457.53091666667,5108.75633333332,10820.6380333333,2044.03098333333,3640.46959444445,6162.22343333335,3555.44741666666,18668.2738833333,5325.50735000001,3156.59051666667,19616.995,1054.2425,7367.107425,9637.13963333333,2625.40851666668,20881.9227,27817.8802333333,2251.75515,10317.7716916667,11047.6220833333,9937.49331666668,815.719883333331,4199.55501666666
"US-NC4",49297.6234999994,45045.7754330002,48862.5497645001,68491.82125,62050.9517500001,74841.2906667502,56950.9041666665,80654.5619200002,56101.6900000003,76857.3749999999,54619.0112499999,74634.1612500002,75590.68175,60909.0684999999,44430.1612500002,77995.348,24558.8070000001,72917.6509999998,41813.76775,58773.3479999996,74150.9344999994,68293.8274999996,75601.3908749998,75089.0531999999,78696.5279,77196.334,74129.6749999997,81744.6000833,84709.8274999998,86176.9040063753,66355.088,80317.5109999998,62049.8346500002,78953.8334999995,45553.2351666667,60253.9500659999,46742.9333485,49370.3915,72806.7274999993,85080.3924999998,66319.8554999999,58217.8164999999,53995.5209999996,72964.4529999994,59550.0944999999,58565.0375000001,58052.2130416665,43717.3785500001,41420.6274999998,62978.81900825,69276.9285688998,62309.25659,64715.2594775001,57119.9425000001,77368.8780000001,79547.0474999995,32275.2057349999,72220.328,65374.5114999999,47085.3719999999,47492.9709999998,5524.86500000001,8733.88449999999,54638.5265884999,60338.6935,68763.5319999996,74704.4605000001,64693.3535,53058.4295000001,62735.7590000001,59538.4663677024,70398.3000000002,83383.4535403323,50884.55,41213.8,36962.4688500001,40755.7029002501,86157.4663333333,81774.7499999999,49531.937651295,43871.9243849999,52326.98185329,68613.6505,64338.3260833334,73574.9495,71045.8465,73280.501,77107.9141004166,48620.5237774998,54258.9700000002,78913.6166666665,56519.9283499999,57074.7863,49025.4794500002,0,69020.2174354357,63828.952799,31150.7306545001,70930.7582372551,54439.9479600001,56161.2629999999,59683.3,65807.1700000001,70638.869744,63442.0156003976,85559.39,74763.2849999998,67521.445,79389.7999999999,69745.9949999999,57970.2055,81854.6214999998,46796.749,51111.2361565,90616.6985000002,90602.8629999995,90676.2174999997,80343.9955000001,78980.3087999999,84351.8594910479,76981.1823892498,75263.0234999998,62979.439095,60810.5499999999,59026.3312500002,37248.9972588902,79994.83375,78577.8924999999,68708.0255600001,62505.0769999993,51419.8931349999,70751.483,39308.7000000001,58795.582,57990.3430833334,60515.595,68484.8146666667,54283.47875,58507.2335833333,63196.4784999999,58507.92625,75724.6053333336,61215.8785833333,57040.2958333334,77400.0980833333,47822.4695,63806.5477916667,67329.6610833333,55417.7079166667,78419.9609999998,85525.04025,55455.2056666667,68070.873625,67387.1859999999,67609.31425,49241.2275000002,59329.1037500002
"US-Oho",12673.9513695238,11362.8507893598,7984.43373590944,2698.88714599904,4173.25707838064,3859.39766821737,4572.21325302204,8900.49754852094,3790.92688798776,6229.62239193585,7296.64836181611,4090.1323184668,5265.79264672416,8842.49931825346,9850.18516290864,5489.07086461295,24691.1275416647,2671.56351340612,9197.22507114623,6470.99780318414,3759.18053743424,3403.99570391824,5579.15107004816,5037.45144782816,8214.58663999376,6798.78037197294,3784.57417605856,11171.4044748062,11111.9762111154,15874.710796788,1343.19205031584,9588.25925871294,3875.12785428702,7422.90678563618,9893.68384963262,7481.00338984096,10616.7518863041,13374.150024159,4507.01925323105,13506.4014088729,5095.38485717053,5228.39996963616,8628.71714076461,2341.90004813536,6187.23202744784,6290.18872234739,8895.37557522433,7986.33970143984,9599.4690953834,4446.50947746504,4294.63048194896,3844.00348214304,3054.82630683024,4067.4006708792,6784.31121650654,8047.39653908818,28958.8431598551,3676.54197743345,7295.80235310703,7343.46505765025,7656.04221029406,80783.5235078499,38555.5466240549,9882.80439042579,2391.90909534368,3594.87843065855,4480.08445551536,3539.18203830304,4615.68544744301,2901.01060925937,2621.89587520939,1204.86084330336,12503.4868256762,15988.6186774663,21801.1232160805,14423.2903945142,13597.9049487085,15922.5847296062,11522.036124037,7968.35478829576,17251.6519254894,10088.2092434039,2731.76681393408,3811.83120281216,3659.80571916256,3860.79603917216,3784.35572455537,6994.97102776643,12527.6504878255,5924.85573381257,8791.77772008416,4611.45559697464,4470.44197241454,11324.3253505375,69020.2174354357,0,5847.20540252175,13774.9154949417,5016.44987340315,8647.6278271918,5797.20914110144,6403.96740090818,4205.90818037022,3624.12785757695,3571.97176714674,15083.3363624354,4801.34813533456,3157.01126858303,9358.8564309409,2500.31467768816,4686.93045024649,11705.4154487993,16819.7809115326,6587.5529359418,20593.4598703146,20575.496830353,20649.1039203465,9962.10573800497,8986.05504965858,14344.783519493,6023.57671944457,4596.92475374816,2710.75483348224,6532.06750054222,5818.64783192704,14990.2077579378,9580.56546571295,8448.79620552414,5547.61898725057,3896.63222469824,14811.2005676566,3415.92342555855,10150.481931595,4186.74388508338,5286.67732991504,3700.31092379826,629.845987139357,7509.46470865256,3920.83822635797,2187.79196788544,3453.92664347211,4864.43823159717,2805.43817115685,6441.76022389691,7370.5560976391,16497.977676098,2583.18211681691,1324.67769061123,6207.8107383476,7898.17467225535,15296.9357011367,8114.33981020997,1467.75223049581,4105.53070530277,695.083281283092,11179.5787464875,3187.64436493136
"US-ONA",10872.5263990001,7014.20406149999,5219.48680599999,3864.1472205,4197.814478,4499.14388275,5700.39486566668,4310.433055,5597.442624,3830.984312,4471.948724,3435.194806,3215.993687,2767.801756,5236.696792,4139.9119555,17547.803699,3727.76003799999,7189.72655899999,2853.37378399999,3105.1384005,2715.30477300002,4573.28515250001,4082.054362,4499.646475,4245.055625,4578.1918645,5677.31924945,4506.3693805,7314.5678990745,4438.231599,4809.424924,5887.331854,3832.153124,11071.6474773333,5890.6159825,9878.87955299999,8291.73937900001,2875.09842099997,6034.55881500001,3329.2651835,3281.82795799999,9866.910484,4606.38974149999,3115.71280050001,4254.21975899999,9006.12849899999,4662.4246865,12488.731404,4508.62243575,2943.99836885,5713.29459066667,4589.4730955,6643.25918400001,4143.01153650001,4210.06313,20459.436614,3428.557718,4212.2322125,10856.016889,11435.221494,70551.300799,37739.643869,3170.63245,5430.65244899999,2264.56095400001,3525.086764,3481.82389,5658.52491899999,4231.106249,4886.63242986905,5190.20969899999,5661.19954146755,12061.153169,15678.238104,8326.68857916666,6870.89362775,6625.78889500001,4917.3299755,10819.279060745,11913.9364165,10575.40774209,3597.0511265,4119.978691,4369.951218,4249.03654899999,4427.832303,4296.14123425,13227.8609265,9316.217659,4680.43540316666,7057.83306899999,7183.913449,12847.807399,63828.952799,5847.20540252175,0,10539.46732,3646.993515255,8932.487604,5851.27723899999,3644.751254,3435.600211,2780.018524,4409.3923815975,7187.85774000003,3758.9704805,4349.855514,4470.42796999998,3728.06251400001,2655.314809,5262.72350399999,11684.665074,9314.86004149999,10459.387701,10436.019201,10509.598701,4440.1787015,4175.916541,6059.155298501,4038.32944595,3387.8737325,5624.92203900001,5791.48332100001,5759.342524,8262.99657129501,4723.84701349999,4278.7373075,3676.9757545,4580.0188275,11711.202179,3895.232959,11872.031159,6749.566624,5788.14616483334,5658.74781733334,5118.56728066666,9097.295144,4789.60200066667,4393.11995733333,6073.11125733334,3356.29263900001,5775.05279733333,7440.577979,3821.60616549999,12942.5762573333,3982.20151683334,4318.58553066667,7814.308984,4357.66927733333,6735.59717566667,8641.46726566666,4362.21872677778,3846.04702316667,4696.615594,12173.5737673333,4201.75154733333
"US-Prr",20410.2630594999,8654.42989974997,9042.49020949998,14354.6457185,15574.05958,13844.40473525,13302.4354801666,17321.0513405001,9297.16555749998,15406.9197440001,13181.431726,14746.862972,14208.941901,13222.677488,7685.30864499999,15783.485654,15331.1774029999,13656.136602,10582.7062714999,13521.0852614999,13930.4807705,12364.9187824999,14708.9777615001,15130.6527554999,17122.9540285,15856.4969655,14128.5198915,19657.15830455,19541.6826614999,24797.673371809,14121.28319,18455.3278585001,14876.1858215,16604.0030465001,14897.8170551668,16094.4617845001,16652.240238,16439.5574240001,13468.2236920001,21926.3098835002,11361.4095105,6493.50260550004,17511.97398,13072.411322,12651.3386465,13512.9272255001,17705.2443568334,5369.68626700002,15978.9700655,14916.63287775,15060.1005419,15407.351421,14979.0340515,15462.43445,15744.2730135,16624.0239175,13026.9174915001,13172.611167,14204.7829944999,16477.2050519999,18060.004391,37918.9141355001,21841.261499,9310.83757350009,13167.655639,11333.456021,14893.5128460001,13482.922543,10505.0158995,14082.1696830001,10299.8008156548,13141.6295755,21274.2440390156,21102.2016235001,19593.6534995001,5192.72851300004,6049.57873149996,24703.2994862778,20253.0656064999,17128.4045581,16992.89547925,19943.9576036401,13260.8237355001,15551.9883323333,15180.8904275,14543.3850885,14925.9927355,16284.7647067499,20006.3660215,18103.7637969999,17609.6511328333,16606.0043534999,15950.5078100001,21209.24628,31150.7306545001,13774.9154949417,10539.46732,0,13452.8624447549,18782.702409,14028.954424,14146.997938,14273.0571669999,13550.0316225,13139.5792366675,23963.9656085002,15048.8355920001,13438.076253,17850.0230295001,12040.8204240001,11774.1450069999,20456.8375334999,18971.9548735002,17138.106602,29388.8005305,29365.9750305001,29439.7205305,18567.1726705,17862.9736045002,23169.3429185479,14931.0069886501,14251.728384,13724.9822734999,16897.6481670001,16114.4152539999,5165.71548813996,18449.8468605,17172.0047345001,16203.327232,15722.240132,20636.2091625,12800.470792,17174.716235,16485.4783065,14475.1329161666,14777.7292881667,12603.3153606667,18199.8299608334,14411.992321,13939.8361991667,14434.0342021667,14650.2302951666,14138.0711603334,15952.0202408334,16815.9457648334,22228.119871,11007.5318889999,13883.3520096666,17004.0871793334,17105.7990928332,24100.5460105001,18295.4119578332,12882.3541921666,13318.0339258332,13455.0477175,20869.4217241665,12821.26175
"US-Rms",13403.043237255,11922.633324255,5831.89177724499,3901.977487255,4876.494987255,2924.094654005,7245.80407058834,3287.00710725499,6050.874737255,3196.93323725501,7277.07598725499,3298.057987255,3183.05398725499,4572.953737255,5735.40903415501,3640.67467717834,26035.4667372551,3406.009843845,8854.772237255,3867.832237255,2719.823737255,3199.364737255,3815.599112255,3112.42423725501,3562.96113725499,3311.711687255,2616.05823725499,3333.692887095,4590.453899455,5186.52908307999,4917.893737255,3207.883737255,6822.26332475499,2596.74073725503,13280.6833205883,5867.391507255,10819.80244679,13038.837737255,2401.281737255,4956.25577946502,3315.764237255,2761.018237255,11277.028237255,2542.38973725501,4005.48523725499,4373.408237255,9547.46102892167,4766.63846274501,14775.388737255,3931.612097795,1746.976317605,6069.501422745,4214.701255255,8025.62973725499,2903.66498055499,3189.702737255,31240.680327255,1515.820237255,2416.288656155,13454.330737255,13557.874737255,79381.0632372551,46192.459237255,6027.10525725499,5437.19623725499,1923.710656155,2920.835654845,2938.811237255,6503.41123725499,3939.024737255,4807.74987071928,3709.958237255,3725.67314267309,16319.208237255,23752.6582372551,11994.283387255,11474.918985755,4840.70976726612,3534.32415615501,12778.18713099,17462.6901472551,12406.890501605,3687.669237255,4050.98557058834,2840.63773725501,2761.71373725501,2744.71723725499,2847.05195326,15569.194887255,10722.785737255,2878.99082282166,8637.62748725497,9014.82193725503,14069.771937255,70930.7582372551,5016.44987340315,3646.993515255,13452.8624447549,0,10344.497277255,7256.813657255,4637.583237255,3393.928237255,3590.99073125499,3349.47536324299,5111.77400604503,3010.288237255,4152.103237255,3029.01323725499,3311.079237255,3314.291237255,4474.37973725499,20765.0377372551,11166.513157755,7964.69026274502,7949.54976274504,8022.887262745,3664.780890685,2535.04028306001,4354.08991243151,3299.246739655,2576.136237255,6879.17477725501,5444.808237255,5987.065737255,12122.97155845,3226.43819221,3141.333237255,2813.686073855,4583.93923725502,14354.770222255,2413.263237255,15277.658237255,7897.901237255,7851.655237255,6128.83148725498,4652.89982058832,9891.04573725497,5438.86290392166,4857.60082058835,6837.23690392168,2346.14582058834,6998.35923725502,7853.57865392166,2357.75483316833,17920.9358205884,2650.86544558833,4042.10740392167,8889.02657058831,2612.55704378833,4845.56713855666,10213.370987255,3857.92765392167,2066.761737255,4280.46573725502,13923.2865705884,5164.78782058833
"US-Ro1",1124.70426,10135.8344225,9438.47468000001,8191.91771000001,3841.51583,14344.78830675,2694.53196,19524.66736,5936.35276,15267.4781200001,5631.66099999999,12794.95439,13130.33675,8106.72458,9817.35257000001,15658.37248,10752.29798,11990.66128,2552.52534,7438.74971999998,12269.8625000002,8485.88577999998,15248.495235,14812.59114,18236.84034,16803.7846,13650.51204,20819.53815905,22373.9275,25893.5552174945,5589.4808,19727.0074,2881.79447833334,17755.3126200004,2410.148445,5364.430198,8333.499436,2637.59198,10629.1505800001,24085.6968600001,11427.75022,10433.20962,2153.33268000001,12479.22844,5167.26802,4204.01232,1829.347045,14048.764195,4802.67054000001,5742.81314825,9182.2894989,4140.10855,5388.783355,1928.30742,16851.49014,18621.07788,16440.593105,11073.1238,7425.18215999999,3161.4802,3364.10986,64043.83856,27251.9424,10333.2894165,3212.56484,8315.05277999998,12049.69202,5264.81234,3572.33318,3942.38552,4939.01969690478,9615.07592000001,22624.1480097658,4116.96204,8439.01716,15107.01167,13599.774783,25692.3586938889,21259.8862800001,2781.48524262,4945.94138625,1754.45245127,7695.49071999999,5350.17751000001,13287.11842,9836.15389999999,12703.17024,16842.4637804167,2088.72833250001,2321.1331,18862.8975466667,1885.06721,2067.2535,1395.69354,54439.9479600001,8647.6278271918,8932.487604,18782.702409,10344.497277255,0,2939.26612000001,4770.59528,6054.81671999999,8976.39919399999,5486.4802014275,25295.7628400001,14205.9614,7053.55159999998,19081.96888,8030.10791999999,4450.99462000001,21427.3771400001,6889.75538,1772.4433715,30246.3439400002,30227.7354400001,30301.17494,19824.38178,18661.07539,24007.632931048,16081.20571185,13523.8233,3672.372905,6356.99535999999,4380.9369,16783.735121135,19585.85675,18125.18446,8795.11557999999,4241.91344000003,3201.6179,9901.19159999999,5264.2802,2629.35918,1805.55811,3430.63769333333,6805.03124666668,1231.26051666667,1967.15171,3307.90855666666,1989.48730666667,14654.9917066667,2770.71529666667,1574.91855666667,17289.8503233333,3424.17013000001,6092.86821166667,7070.48620666666,1751.48133333334,17924.29722,25061.56595,1325.52474333333,7946.98355500001,7909.59868,6576.78718666666,1607.17677,2201.70298
"US-Ro4",3832.14162000001,8955.46861225001,6680.8796775,7038.38991000001,5508.13635,10587.27636675,1908.18220666667,15384.8250600001,3041.77692,11225.0745400001,2609.35479,8572.13899,9236.05538,4819.08000999999,6889.69468,11183.07143,10394.98132,8243.20725999997,2859.56151,2546.35238,8660.44984000008,4995.77412,11815.322735,11523.73964,14667.51784,13276.05274,10218.2785,18223.15563485,16946.7319,22558.7359234625,4965.75888,16012.42686,3267.7322075,14227.2468,5064.91571833333,6669.36361250001,11171.357321,3016.72824000001,7604.63078000007,19985.6028000001,7484.59282,8352.38524000001,3022.21666000001,8732.34778,2463.39366,2185.6726,3733.097195,8261.91746000001,9341.28040000001,6392.82482825001,7839.1583489,5352.08370166667,5899.1793725,3494.96843999999,13054.5262,14546.95278,13954.476605,7971.23532000001,6563.95262,7511.83528,7485.9883,64866.5801,28075.5682,5960.1042585,1805.0366,4528.13203999998,9249.2455,4049.08877999999,3475.8479,3819.93837999999,1866.89172701191,6356.56446000001,18808.9277707825,3519.74757999999,8191.57524000003,12092.60483,11362.64901825,22104.238925,17610.53994,4912.51411001499,4854.01693375001,3501.16587055,5801.22704000001,5950.71993333334,9985.13504000001,8275.89380000002,9955.53962,13640.9385604167,5559.959,4236.4292,15977.54658,3975.59224,4067.88471999998,5097.60736,56161.2629999999,5797.20914110144,5851.27723899999,14028.954424,7256.813657255,2939.26612000001,0,2870.91966,4763.68956000001,5946.75746399998,3566.1822501925,21980.4203,10433.19794,5956.82554,16355.97454,5651.04268,2604.02479999999,17858.88444,5325.99979999999,5341.2185675,26778.29244,26750.16394,26823.88344,16128.69662,15293.9793,20591.510771048,11613.98837025,10043.2554,3067.74416,7048.21312000001,5614.14159,11631.61650015,16033.04395,14573.5608,8827.90548,5150.11065999998,3071.962265,7495.91288000001,9176.24065999999,4406.66496000001,3106.08292666667,4466.41093,3963.34379000002,3159.65176333334,2688.93505111111,3483.82560333333,3665.44128333333,10360.1759266667,2536.99597333334,2456.82424,14391.8242766667,4704.90659333333,3711.842765,5842.83363666667,3884.18610333334,14178.9321,21584.9166033333,3204.04338000001,6294.17211166667,5451.02909333333,4589.62061000001,5272.57410666665,2266.60328333333
